fee_id,account_id,period,aum,fee_rate,calculated_fee,billed_fee,period_end_date,invoice_date
501639,ACC00139,2026-02,30577143.54,0.006,15288.57,15296.06,2026-02-28,2026-03-07
501640,ACC00140,2026-02,123615478.1,0.0045,46355.8,46333.8,2026-02-28,2026-03-02
501641,ACC00141,2026-02,153999058.5,0.0035,44916.39,44930.09,2026-02-28,2026-03-02
501642,ACC00142,2026-02,161604932.53,0.0075,101003.08,101012.23,2026-02-28,2026-03-08
501643,ACC00143,2026-02,105029777.61,0.0045,39386.17,39404.61,2026-02-28,2026-03-07
501644,ACC00144,2026-02,169175183.63,0.0075,105734.49,105757.26,2026-02-28,2026-03-02
501645,ACC00145,2026-02,194705822.08,0.0035,56789.2,56733.23,2026-02-28,2026-03-05
501646,ACC00146,2026-02,36707779.07,0.0075,22942.36,22922.94,2026-02-28,2026-03-07
501647,ACC00147,2026-02,202214983.08,0.006,101107.49,101048.68,2026-02-28,2026-03-02
501648,ACC00148,2026-02,168473891.7,0.0045,63177.71,66662.7,2026-02-28,2026-03-06
501649,ACC00149,2026-02,116762656.71,0.0035,34055.77,34026.98,2026-02-28,2026-03-03
501650,ACC00150,2026-02,55373821.04,0.0035,16150.7,16843.74,2026-02-28,2026-03-04
501651,ACC00151,2026-02,244102301.93,0.006,122051.15,124059.28,2026-02-28,2026-03-04
501652,ACC00152,2026-02,221102941.77,0.006,110551.47,110557.26,2026-02-28,2026-03-18
501653,ACC00153,2026-02,12797069.75,0.0075,7998.17,8005.72,2026-02-28,2026-03-07
501654,ACC00154,2026-02,23254966.25,0.006,11627.48,11959.31,2026-02-28,2026-03-15
501655,ACC00155,2026-02,246107950.34,0.006,123053.98,136049.24,2026-02-28,2026-03-04
501656,ACC00156,2026-02,119601188.35,0.006,59800.59,59847.35,2026-02-28,2026-03-05
501657,ACC00157,2026-02,129299480.81,0.0075,80812.18,80796.96,2026-02-28,2026-03-05
501658,ACC00158,2026-02,23705375.48,0.0045,8889.52,8885.06,2026-02-28,2026-03-16
501659,ACC00159,2026-02,134914256.63,0.006,67457.13,67479.98,2026-02-28,2026-03-16
501660,ACC00160,2026-02,37899598.76,0.0035,11054.05,11062.62,2026-02-28,2026-03-05
501661,ACC00161,2026-02,164379066.04,0.0045,61642.15,61648.8,2026-02-28,2026-03-02
501662,ACC00162,2026-02,15430993.82,0.0045,5786.62,5783.83,2026-02-28,2026-03-06
501663,ACC00163,2026-02,219024501.17,0.0075,136890.31,136920.68,2026-02-28,2026-03-08
501664,ACC00164,2026-02,172723126.94,0.006,86361.56,86357.72,2026-02-28,2026-03-04
501665,ACC00165,2026-02,68774890.21,0.0075,42984.31,43018.72,2026-02-28,2026-03-02
501666,ACC00166,2026-02,243802753.3,0.0035,71109.14,71112.3,2026-02-28,2026-03-04
501667,ACC00167,2026-02,227556073.14,0.006,113778.04,113806.12,2026-02-28,2026-03-13
501668,ACC00168,2026-02,59450239.03,0.0035,17339.65,17347.11,2026-02-28,2026-03-05
501669,ACC00169,2026-02,147908941.08,0.0075,92443.09,92471.88,2026-02-28,2026-03-03
501670,ACC00170,2026-02,236798357.94,0.0035,69066.19,69081.26,2026-02-28,2026-03-20
501671,ACC00171,2026-02,48885130.91,0.0075,30553.21,30558.38,2026-02-28,2026-03-02
501672,ACC00172,2026-02,12577657.21,0.0075,7861.04,8862.9,2026-02-28,2026-03-03
501673,ACC00173,2026-02,184221405.02,0.0035,53731.24,53777.83,2026-02-28,2026-03-02
501674,ACC00174,2026-02,210809546.91,0.0045,79053.58,79052.87,2026-02-28,2026-03-06
501675,ACC00175,2026-02,6401043.81,0.0045,2400.39,2401.77,2026-02-28,2026-03-02
501676,ACC00176,2026-02,154063867.52,0.0045,57773.95,57813.88,2026-02-28,2026-03-07
501677,ACC00177,2026-02,226866159.21,0.0075,141791.35,141900.28,2026-02-28,2026-03-08
501678,ACC00178,2026-02,82632624.27,0.006,41316.31,41346.18,2026-02-28,2026-03-02
501679,ACC00179,2026-02,114306723.29,0.0045,42865.02,42902.6,2026-02-28,2026-03-07
501680,ACC00180,2026-02,136994445.44,0.0045,51372.92,51386.56,2026-02-28,2026-03-07
501681,ACC00181,2026-02,236151477.18,0.0045,88556.8,88607.23,2026-02-28,2026-03-07
501682,ACC00182,2026-02,199192481.5,0.006,99596.24,99669.52,2026-02-28,2026-03-07
501683,ACC00183,2026-02,230181772.59,0.0045,86318.16,86331.9,2026-02-28,2026-03-07
501684,ACC00184,2026-02,189561965.44,0.0045,71085.74,79767.14,2026-02-28,2026-03-03
501685,ACC00185,2026-02,215686647.2,0.006,107843.32,107886.49,2026-02-28,2026-03-04
501686,ACC00186,2026-02,27184487.23,0.0035,7928.81,7922.79,2026-02-28,2026-03-02
501687,ACC00187,2026-02,148795095.52,0.0045,55798.16,55817.69,2026-02-28,2026-03-03
501688,ACC00188,2026-02,114935463.64,0.0045,43100.8,43081.82,2026-02-28,2026-03-06
501689,ACC00189,2026-02,151292090.05,0.0045,56734.53,57333.52,2026-02-28,2026-03-07
501690,ACC00190,2026-02,7450566.02,0.0035,2173.08,2174.94,2026-02-28,2026-03-07
501691,ACC00191,2026-02,169220744.1,0.0045,63457.78,63499.06,2026-02-28,2026-03-11
501692,ACC00192,2026-02,21737272.15,0.0045,8151.48,8155.31,2026-02-28,2026-03-08
501693,ACC00193,2026-02,147368676.07,0.0075,92105.42,96344.39,2026-02-28,2026-03-02
501694,ACC00194,2026-02,99066427.91,0.0035,28894.37,28914.93,2026-02-28,2026-03-19
501695,ACC00195,2026-02,248108061.71,0.0075,155067.54,172014.48,2026-02-28,2026-03-04
501696,ACC00196,2026-02,127957074.88,0.0075,79973.17,81816.15,2026-02-28,2026-03-08
501697,ACC00197,2026-02,155792524.19,0.006,77896.26,77829.42,2026-02-28,2026-03-03
501698,ACC00198,2026-02,60503727.82,0.0075,37814.83,37836.43,2026-02-28,2026-03-08
501699,ACC00199,2026-02,200460592.16,0.0045,75172.72,75197.45,2026-02-28,2026-03-06
501700,ACC00200,2026-02,234777016.08,0.0075,146735.64,163662.39,2026-02-28,2026-03-04
501701,ACC00201,2026-02,107561215.77,0.006,53780.61,53749.56,2026-02-28,2026-03-06
501702,ACC00202,2026-02,200487589.61,0.0035,58475.55,58464.45,2026-02-28,2026-03-04
501703,ACC00203,2026-02,82277516.5,0.0035,23997.61,26682.99,2026-02-28,2026-03-07
501704,ACC00204,2026-02,42638201.61,0.0035,12436.14,12441.25,2026-02-28,2026-03-02
501705,ACC00205,2026-02,82990142.11,0.0075,51868.84,51900.07,2026-02-28,2026-03-08
501706,ACC00206,2026-02,25709304.25,0.0045,9640.99,9650.21,2026-02-28,2026-03-03
501707,ACC00207,2026-02,109019881.35,0.006,54509.94,58861.58,2026-02-28,2026-03-07
501708,ACC00208,2026-02,242687611.7,0.0045,91007.85,91071.76,2026-02-28,2026-03-06
501709,ACC00209,2026-02,187192445.33,0.0035,54597.8,58286.48,2026-02-28,2026-03-02
501710,ACC00210,2026-02,78301223.16,0.006,39150.61,42430.38,2026-02-28,2026-03-04
501711,ACC00211,2026-02,60331936.04,0.0045,22624.48,22626.73,2026-02-28,2026-03-08
501712,ACC00212,2026-02,117917053.64,0.006,58958.53,58999.53,2026-02-28,2026-03-08
501713,ACC00213,2026-02,218931861.43,0.0075,136832.41,136867.55,2026-02-28,2026-03-21
501714,ACC00214,2026-02,172257117.61,0.0045,64596.42,64587.23,2026-02-28,2026-03-06
501715,ACC00215,2026-02,28064655.44,0.0045,10524.25,10530.63,2026-02-28,2026-03-03
501716,ACC00216,2026-02,176184868.92,0.0075,110115.54,110059.77,2026-02-28,2026-03-04
501717,ACC00217,2026-02,15141367.19,0.006,7570.68,7774.98,2026-02-28,2026-03-05
501718,ACC00218,2026-02,156260312.58,0.0075,97662.7,97666.53,2026-02-28,2026-03-06
501719,ACC00219,2026-02,157493474.3,0.0045,59060.05,67211.47,2026-02-28,2026-03-05
501720,ACC00220,2026-02,41691996.38,0.0075,26057.5,26034.4,2026-02-28,2026-03-03
501721,ACC00221,2026-02,160795812.22,0.0075,100497.38,100564.19,2026-02-28,2026-03-08
501722,ACC00222,2026-02,145802875.18,0.0075,91126.8,99185.58,2026-02-28,2026-03-04
501723,ACC00223,2026-02,148629328.07,0.0035,43350.22,43332.25,2026-02-28,2026-03-02
501724,ACC00224,2026-02,89547309.75,0.0075,55967.07,55926.8,2026-02-28,2026-03-06
501725,ACC00225,2026-02,188289729.18,0.0035,54917.84,54894.01,2026-02-28,2026-03-03
501726,ACC00226,2026-02,149516210.66,0.0035,43608.89,44248.53,2026-02-28,2026-03-07
501727,ACC00227,2026-02,204076860.7,0.006,102038.43,101950.21,2026-02-28,2026-03-02
501728,ACC00228,2026-02,49817622.31,0.0035,14530.14,14530.05,2026-02-28,2026-03-12
501729,ACC00229,2026-02,97948745.28,0.0075,61217.97,67462.55,2026-02-28,2026-03-04
501730,ACC00230,2026-02,153238561.04,0.0035,44694.58,44695.75,2026-02-28,2026-03-07
501731,ACC00231,2026-02,107495259.51,0.0035,31352.78,31376.21,2026-02-28,2026-03-03
501732,ACC00232,2026-02,163816733.9,0.0035,47779.88,51564.29,2026-02-28,2026-03-03
501733,ACC00233,2026-02,26442495.64,0.0075,16526.56,16526.43,2026-02-28,2026-03-05
501734,ACC00234,2026-02,138256924.01,0.0075,86410.58,94752.1,2026-02-28,2026-03-05
501735,ACC00235,2026-02,105987642.24,0.0075,66242.28,66193.66,2026-02-28,2026-03-03
501736,ACC00236,2026-02,114690847.26,0.006,57345.42,57374.25,2026-02-28,2026-03-03
501737,ACC00237,2026-02,100174865.55,0.0035,29217.67,30105.29,2026-02-28,2026-03-03
501738,ACC00238,2026-02,206196532.31,0.0075,128872.83,137316.36,2026-02-28,2026-03-08
501739,ACC00239,2026-02,20151929.52,0.0045,7556.97,7558.41,2026-02-28,2026-03-04
501740,ACC00240,2026-02,243281308.49,0.0075,152050.82,151990.27,2026-02-28,2026-03-06
501741,ACC00241,2026-02,97964253.09,0.0045,36736.59,36735.0,2026-02-28,2026-03-02
501742,ACC00242,2026-02,51013398.63,0.0035,14878.91,14882.26,2026-02-28,2026-03-06
501743,ACC00243,2026-02,104541414.19,0.0075,65338.38,65283.03,2026-02-28,2026-03-02
501744,ACC00244,2026-02,128591082.93,0.006,64295.54,73914.62,2026-02-28,2026-03-06
501745,ACC00245,2026-02,12450339.12,0.0035,3631.35,3631.51,2026-02-28,2026-03-04
501746,ACC00246,2026-02,70774755.88,0.006,35387.38,35379.55,2026-02-28,2026-03-06
501747,ACC00247,2026-02,209817172.85,0.0035,61196.68,61186.93,2026-02-28,2026-03-04
501748,ACC00248,2026-02,25797201.39,0.0045,9673.95,11032.33,2026-02-28,2026-03-06
501749,ACC00249,2026-02,140982078.03,0.0035,41119.77,41120.11,2026-02-28,2026-03-02
501750,ACC00250,2026-02,15442155.59,0.0075,9651.35,9659.77,2026-02-28,2026-03-02
501751,ACC00251,2026-02,226760561.88,0.0075,141725.35,141662.13,2026-02-28,2026-03-08
501752,ACC00252,2026-02,91492673.83,0.006,45746.34,45745.99,2026-02-28,2026-03-04
501753,ACC00253,2026-02,13219633.68,0.0075,8262.27,8531.8,2026-02-28,2026-03-07
501754,ACC00254,2026-02,176460979.89,0.0075,110288.11,110389.1,2026-02-28,2026-03-05
501755,ACC00255,2026-02,86951811.58,0.006,43475.91,49284.62,2026-02-28,2026-03-05
501756,ACC00256,2026-02,153662963.64,0.006,76831.48,86385.51,2026-02-28,2026-03-03
501757,ACC00257,2026-02,220497033.9,0.0075,137810.65,137879.51,2026-02-28,2026-03-02
501758,ACC00258,2026-02,119436487.05,0.006,59718.24,59762.2,2026-02-28,2026-03-07
501759,ACC00259,2026-02,47745841.82,0.0045,17904.69,17905.56,2026-02-28,2026-03-04
501760,ACC00260,2026-02,210219707.26,0.0045,78832.39,78858.12,2026-02-28,2026-03-03
501761,ACC00261,2026-02,11051100.39,0.0035,3223.24,3220.2,2026-02-28,2026-03-05
501762,ACC00262,2026-02,12991704.9,0.0035,3789.25,3851.22,2026-02-28,2026-03-05
501763,ACC00263,2026-02,121687996.34,0.006,60844.0,60868.83,2026-02-28,2026-03-03
501764,ACC00264,2026-02,178453522.79,0.0035,52048.94,52050.95,2026-02-28,2026-03-06
501765,ACC00265,2026-02,55403254.37,0.0035,16159.28,16175.15,2026-02-28,2026-03-07
501766,ACC00266,2026-02,67527742.68,0.006,33763.87,34276.72,2026-02-28,2026-03-07
501767,ACC00267,2026-02,239966548.8,0.0075,149979.09,150108.99,2026-02-28,2026-03-03
501768,ACC00268,2026-02,141312122.06,0.0035,41216.04,41201.69,2026-02-28,2026-03-02
501769,ACC00269,2026-02,246479243.04,0.0035,71889.78,71926.48,2026-02-28,2026-03-08
501770,ACC00270,2026-02,133283613.2,0.0075,83302.26,83358.16,2026-02-28,2026-03-05
501771,ACC00271,2026-02,42966780.93,0.006,21483.39,21484.37,2026-02-28,2026-03-07
501772,ACC00272,2026-02,53214902.38,0.006,26607.45,26630.09,2026-02-28,2026-03-02
501773,ACC00273,2026-02,141396970.72,0.0075,88373.11,88307.25,2026-02-28,2026-03-07
501774,ACC00274,2026-02,6350303.82,0.0035,1852.17,1853.07,2026-02-28,2026-03-08
501775,ACC00275,2026-02,82342403.91,0.0035,24016.53,24022.26,2026-02-28,2026-03-03
501776,ACC00276,2026-02,30203260.0,0.0045,11326.22,,2026-02-28,2026-03-05
501777,ACC00277,2026-02,189070703.15,0.0045,70901.51,70849.38,2026-02-28,2026-03-06
501778,ACC00278,2026-02,176600985.48,0.0035,51508.62,51496.86,2026-02-28,2026-03-06
501779,ACC00279,2026-02,221353579.05,0.0045,83007.59,88448.3,2026-02-28,2026-03-05
501780,ACC00280,2026-02,2927783.23,0.0035,853.94,853.74,2026-02-28,2026-03-04
501781,ACC00281,2026-02,49948034.03,0.0075,31217.52,33838.96,2026-02-28,2026-03-05
501782,ACC00282,2026-02,71103427.62,0.0045,26663.79,30563.17,2026-02-28,2026-03-05
501783,ACC00283,2026-02,198189278.47,0.0045,74320.98,74375.9,2026-02-28,2026-03-03
501784,ACC00284,2026-02,144703422.29,0.0075,90439.64,98073.13,2026-02-28,2026-03-04
501785,ACC00285,2026-02,60943845.57,0.0075,38089.9,38122.49,2026-02-28,2026-03-02
501786,ACC00286,2026-02,220089802.89,0.0075,137556.13,137470.52,2026-02-28,2026-03-03
501787,ACC00287,2026-02,4744597.96,0.0035,1383.84,1384.86,2026-02-28,2026-03-04
501788,ACC00288,2026-02,120422056.67,0.0045,45158.27,45661.27,2026-02-28,2026-03-05
501789,ACC00289,2026-02,151038111.7,0.0075,94398.82,96392.18,2026-02-28,2026-03-05
501790,ACC00290,2026-02,38560422.4,0.0045,14460.16,14452.76,2026-02-28,2026-03-07
501791,ACC00291,2026-02,30971421.24,0.0075,19357.14,19364.42,2026-02-28,2026-03-02
501792,ACC00292,2026-02,30981258.87,0.0035,9036.2,9224.52,2026-02-28,2026-03-08
501793,ACC00293,2026-02,218888709.1,0.0045,82083.27,82077.14,2026-02-28,2026-03-02
501794,ACC00294,2026-02,88507873.48,0.0035,25814.8,25811.5,2026-02-28,2026-03-03
501795,ACC00295,2026-02,6300435.93,0.006,3150.22,3152.29,2026-02-28,2026-03-03
501796,ACC00296,2026-02,184859738.17,0.006,92429.87,92517.23,2026-02-28,2026-03-20
501797,ACC00297,2026-02,52856908.38,0.006,26428.45,27099.36,2026-02-28,2026-03-02
501798,ACC00298,2026-02,75490234.31,0.0075,47181.4,47209.0,2026-02-28,2026-03-08
501799,ACC00299,2026-02,207810676.3,0.0045,77929.0,81934.19,2026-02-28,2026-03-07
501800,ACC00300,2026-02,21724789.34,0.006,10862.39,11136.27,2026-02-28,2026-03-08
501801,ACC00001,2026-03,104298394.69,0.0045,39111.9,39118.09,2026-03-31,2026-04-03
501802,ACC00002,2026-03,198469268.02,0.006,99234.63,99152.13,2026-03-31,2026-04-08
501803,ACC00003,2026-03,117607079.75,0.0035,34302.06,34306.43,2026-03-31,2026-04-04
501804,ACC00004,2026-03,58674239.46,0.006,29337.12,29314.65,2026-03-31,2026-04-06
501805,ACC00005,2026-03,16814957.24,0.0045,6305.61,6300.92,2026-03-31,2026-04-02
501806,ACC00006,2026-03,185700013.06,0.006,92850.01,92797.43,2026-03-31,2026-04-13
501807,ACC00007,2026-03,165626850.42,0.0045,62110.07,62067.88,2026-03-31,2026-04-05
501808,ACC00008,2026-03,8272169.27,0.0035,2412.72,2412.84,2026-03-31,2026-04-08
501809,ACC00009,2026-03,206941987.85,0.006,103470.99,103559.71,2026-03-31,2026-04-02
501810,ACC00010,2026-03,127114500.76,0.0035,37075.06,37040.23,2026-03-31,2026-04-08
501811,ACC00011,2026-03,41415649.18,0.0045,15530.87,15544.02,2026-03-31,2026-04-07
501812,ACC00012,2026-03,76550813.67,0.0075,47844.26,47883.79,2026-03-31,2026-04-02
501813,ACC00013,2026-03,80683788.12,0.0075,50427.37,50436.91,2026-03-31,2026-04-05
501814,ACC00014,2026-03,240481242.14,0.0045,90180.47,90208.07,2026-03-31,2026-04-05
501815,ACC00015,2026-03,106893599.31,0.0045,40085.1,40054.02,2026-03-31,2026-04-04
501816,ACC00016,2026-03,239687552.01,0.006,119843.78,119796.74,2026-03-31,2026-04-07
501817,ACC00017,2026-03,111871964.46,0.0045,41951.99,41936.13,2026-03-31,2026-04-05
501818,ACC00018,2026-03,49447560.56,0.0075,30904.73,30874.8,2026-03-31,2026-04-18
501819,ACC00019,2026-03,235577410.07,0.006,117788.71,117762.47,2026-03-31,2026-04-03
501820,ACC00020,2026-03,95165297.49,0.0045,35686.99,35722.61,2026-03-31,2026-04-02
501821,ACC00021,2026-03,34498256.8,0.0075,21561.41,21574.39,2026-03-31,2026-04-06
501822,ACC00022,2026-03,106254149.39,0.006,53127.07,53098.38,2026-03-31,2026-04-06
501823,ACC00023,2026-03,190330864.18,0.006,95165.43,95221.82,2026-03-31,2026-04-08
501824,ACC00024,2026-03,138181266.41,0.0035,40302.87,40315.23,2026-03-31,2026-04-07
501825,ACC00025,2026-03,17455433.26,0.0075,10909.65,10910.27,2026-03-31,2026-04-06
501826,ACC00026,2026-03,9542209.37,0.0075,5963.88,5969.52,2026-03-31,2026-04-21
501827,ACC00027,2026-03,214453962.72,0.006,107226.98,107172.45,2026-03-31,2026-04-05
501828,ACC00028,2026-03,60443620.67,0.006,30221.81,30233.43,2026-03-31,2026-04-07
501829,ACC00029,2026-03,63588898.19,0.006,31794.45,31766.5,2026-03-31,2026-04-03
501830,ACC00030,2026-03,102405263.31,0.0035,29868.2,29859.71,2026-03-31,2026-04-05
501831,ACC00031,2026-03,115290567.95,0.0075,72056.6,72077.44,2026-03-31,2026-04-06
501832,ACC00032,2026-03,24080502.62,0.0035,7023.48,7019.22,2026-03-31,2026-04-07
501833,ACC00033,2026-03,61152651.12,0.0075,38220.41,38210.34,2026-03-31,2026-04-08
501834,ACC00034,2026-03,120871367.98,0.0035,35254.15,35228.38,2026-03-31,2026-04-08
501835,ACC00035,2026-03,151007086.38,0.006,75503.54,75508.38,2026-03-31,2026-04-08
501836,ACC00036,2026-03,24000169.53,0.0075,15000.11,14994.51,2026-03-31,2026-04-08
501837,ACC00037,2026-03,44695239.5,0.0045,16760.71,16751.21,2026-03-31,2026-04-04
501838,ACC00038,2026-03,237684190.51,0.0035,69324.56,69270.85,2026-03-31,2026-04-02
501839,ACC00039,2026-03,241511452.44,0.0075,150944.66,150999.64,2026-03-31,2026-04-07
501840,ACC00040,2026-03,148971628.15,0.0045,55864.36,55844.2,2026-03-31,2026-04-07
501841,ACC00041,2026-03,211962943.14,0.006,105981.47,106086.48,2026-03-31,2026-04-03
501842,ACC00042,2026-03,33519860.73,0.0035,9776.63,9781.8,2026-03-31,2026-04-07
501843,ACC00043,2026-03,73309406.17,0.0045,27491.03,27490.79,2026-03-31,2026-04-05
501844,ACC00044,2026-03,96363875.58,0.0075,60227.42,60280.84,2026-03-31,2026-04-06
501845,ACC00045,2026-03,48246083.45,0.0035,14071.77,14083.56,2026-03-31,2026-04-06
501846,ACC00046,2026-03,185031550.17,0.0045,69386.83,69445.44,2026-03-31,2026-04-02
501847,ACC00047,2026-03,10610450.02,0.0045,3978.92,3982.64,2026-03-31,2026-04-04
501848,ACC00048,2026-03,30759200.91,0.006,15379.6,15386.08,2026-03-31,2026-04-04
501849,ACC00049,2026-03,101568024.39,0.0035,29624.01,29625.14,2026-03-31,2026-04-16
501850,ACC00050,2026-03,212931293.85,0.006,106465.65,106562.21,2026-03-31,2026-04-08
501851,ACC00051,2026-03,6733488.12,0.0045,2525.06,2526.03,2026-03-31,2026-04-04
501852,ACC00052,2026-03,83416716.83,0.0045,31281.27,31273.14,2026-03-31,2026-04-06
501853,ACC00053,2026-03,182764251.51,0.0075,114227.66,114330.32,2026-03-31,2026-04-05
501854,ACC00054,2026-03,206458843.22,0.0035,60217.16,60215.68,2026-03-31,2026-04-08
501855,ACC00055,2026-03,73915996.78,0.0045,27718.5,27726.9,2026-03-31,2026-04-08
501856,ACC00056,2026-03,187128401.36,0.0045,70173.15,70169.92,2026-03-31,2026-04-02
501857,ACC00057,2026-03,33206488.45,0.006,16603.24,16602.26,2026-03-31,2026-04-06
501858,ACC00058,2026-03,195842167.9,0.0075,122401.35,122464.24,2026-03-31,2026-04-11
501859,ACC00059,2026-03,75236094.43,0.0075,47022.56,47030.15,2026-03-31,2026-04-07
501860,ACC00060,2026-03,232225608.74,0.0075,145141.01,145056.25,2026-03-31,2026-04-07
501861,ACC00061,2026-03,179966606.44,0.0075,112479.13,112453.56,2026-03-31,2026-04-06
501862,ACC00062,2026-03,192694426.95,0.006,96347.21,96313.01,2026-03-31,2026-04-08
501863,ACC00063,2026-03,224326868.64,0.0035,65428.67,65368.39,2026-03-31,2026-04-07
501864,ACC00064,2026-03,202404353.28,0.0045,75901.63,75840.35,2026-03-31,2026-04-06
501865,ACC00065,2026-03,108730658.36,0.006,54365.33,54333.5,2026-03-31,2026-04-02
501866,ACC00066,2026-03,211703528.55,0.006,105851.76,105858.16,2026-03-31,2026-04-04
501867,ACC00067,2026-03,35464209.25,0.0075,22165.13,22169.1,2026-03-31,2026-04-06
501868,ACC00068,2026-03,43240751.66,0.006,21620.38,21606.21,2026-03-31,2026-04-02
501869,ACC00069,2026-03,64122562.72,0.0075,40076.6,40087.03,2026-03-31,2026-04-02
501870,ACC00070,2026-03,215550352.36,0.006,107775.18,107841.61,2026-03-31,2026-04-07
501871,ACC00071,2026-03,111822689.39,0.0035,32614.95,32584.41,2026-03-31,2026-04-07
501872,ACC00072,2026-03,89098428.29,0.0035,25987.04,25996.91,2026-03-31,2026-04-07
501873,ACC00073,2026-03,104110333.9,0.0035,30365.51,30357.25,2026-03-31,2026-04-07
501874,ACC00074,2026-03,237435577.23,0.0075,148397.24,148508.54,2026-03-31,2026-04-07
501875,ACC00075,2026-03,182980074.77,0.0035,53369.19,53400.07,2026-03-31,2026-04-05
501876,ACC00076,2026-03,164127362.19,0.0035,47870.48,47904.15,2026-03-31,2026-04-04
501877,ACC00077,2026-03,3551528.37,0.0035,1035.86,1036.34,2026-03-31,2026-04-02
501878,ACC00078,2026-03,73037704.53,0.0035,21302.66,21311.42,2026-03-31,2026-04-07
501879,ACC00079,2026-03,159283298.66,0.006,79641.65,79614.24,2026-03-31,2026-04-05
501880,ACC00080,2026-03,166587573.49,0.006,83293.79,83270.33,2026-03-31,2026-04-07
501881,ACC00081,2026-03,233382251.98,0.006,116691.13,116577.51,2026-03-31,2026-04-04
501882,ACC00082,2026-03,45272986.33,0.0075,28295.62,28323.31,2026-03-31,2026-04-12
501883,ACC00083,2026-03,77833176.49,0.0035,22701.34,22680.49,2026-03-31,2026-04-06
501884,ACC00084,2026-03,186047335.94,0.0045,69767.75,69836.31,2026-03-31,2026-04-08
501885,ACC00085,2026-03,44204943.12,0.0035,12893.11,12884.32,2026-03-31,2026-04-08
501886,ACC00086,2026-03,142592588.77,0.006,71296.29,71337.93,2026-03-31,2026-04-02
501887,ACC00087,2026-03,247043858.67,0.0035,72054.46,74926.5,2026-03-31,2026-04-03
501888,ACC00088,2026-03,142889331.51,0.006,71444.67,71422.79,2026-03-31,2026-04-02
501889,ACC00089,2026-03,206647868.98,0.0035,60272.3,69231.91,2026-03-31,2026-04-06
501890,ACC00090,2026-03,121812743.44,0.0045,45679.78,45718.11,2026-03-31,2026-04-04
501891,ACC00091,2026-03,53073628.35,0.0045,19902.61,19918.92,2026-03-31,2026-04-04
501892,ACC00092,2026-03,46459375.42,0.0035,13550.65,13545.97,2026-03-31,2026-04-07
501893,ACC00093,2026-03,115038064.68,0.0075,71898.79,71842.56,2026-03-31,2026-04-03
501894,ACC00094,2026-03,127449485.0,0.0035,37172.77,37189.74,2026-03-31,2026-04-06
501895,ACC00095,2026-03,19559502.71,0.0075,12224.69,12234.57,2026-03-31,2026-04-07
501896,ACC00096,2026-03,85169074.92,0.0075,53230.67,53204.61,2026-03-31,2026-04-08
501897,ACC00097,2026-03,50326047.77,0.0045,18872.27,18886.35,2026-03-31,2026-04-04
501898,ACC00098,2026-03,242338415.83,0.0045,90876.91,90800.52,2026-03-31,2026-04-07
501899,ACC00099,2026-03,78545009.23,0.0075,49090.63,49064.19,2026-03-31,2026-04-06
501900,ACC00100,2026-03,79767241.29,0.0045,29912.72,29893.53,2026-03-31,2026-04-03
501901,ACC00101,2026-03,218857371.76,0.006,109428.69,109435.34,2026-03-31,2026-04-03
501902,ACC00102,2026-03,175049089.29,0.0045,65643.41,65628.45,2026-03-31,2026-04-04
501903,ACC00103,2026-03,45268354.54,0.0045,16975.63,16973.0,2026-03-31,2026-04-08
501904,ACC00104,2026-03,158074698.74,0.0075,98796.69,98757.23,2026-03-31,2026-04-08
501905,ACC00105,2026-03,143573589.3,0.0035,41875.63,41833.86,2026-03-31,2026-04-04
501906,ACC00106,2026-03,83863295.25,0.0045,31448.74,31462.87,2026-03-31,2026-04-03
501907,ACC00107,2026-03,226706898.77,0.0045,85015.09,85070.43,2026-03-31,2026-04-08
501908,ACC00108,2026-03,13696167.53,0.0075,8560.1,8557.36,2026-03-31,2026-04-08
501909,ACC00109,2026-03,126723005.97,0.0035,36960.88,36968.4,2026-03-31,2026-04-08
501910,ACC00110,2026-03,40868985.57,0.006,20434.49,20444.22,2026-03-31,2026-04-02
501911,ACC00111,2026-03,24056335.26,0.0045,9021.13,9020.12,2026-03-31,2026-04-07
501912,ACC00112,2026-03,148157834.31,0.0035,43212.7,43215.08,2026-03-31,2026-04-05
501913,ACC00113,2026-03,190365533.98,0.006,95182.77,95111.58,2026-03-31,2026-04-05
501914,ACC00114,2026-03,115350866.52,0.0045,43256.57,,2026-03-31,2026-04-04
501915,ACC00115,2026-03,222894043.12,0.0035,65010.76,65016.81,2026-03-31,2026-04-08
501916,ACC00116,2026-03,109179716.36,0.0035,31844.08,31829.46,2026-03-31,2026-04-08
501917,ACC00117,2026-03,106911157.9,0.0045,40091.68,40056.29,2026-03-31,2026-04-04
501918,ACC00118,2026-03,104412261.53,0.0075,65257.66,65228.43,2026-03-31,2026-04-07
501919,ACC00119,2026-03,127365331.72,0.0075,79603.33,79578.18,2026-03-31,2026-04-02
501920,ACC00120,2026-03,149128045.19,0.0035,43495.68,43516.21,2026-03-31,2026-04-08
501921,ACC00121,2026-03,52830519.38,0.006,26415.26,26392.01,2026-03-31,2026-04-07
501922,ACC00122,2026-03,95474006.92,0.0035,27846.59,27829.99,2026-03-31,2026-04-08
501923,ACC00123,2026-03,225061433.0,0.0075,140663.4,140625.79,2026-03-31,2026-04-02
501924,ACC00124,2026-03,94227667.21,0.0045,35335.38,37270.82,2026-03-31,2026-04-12
