movement_id,account_id,movement_type,amount,movement_date,approver_1,approver_2,custodian_match_flag
1101758,ACC00652,Wire Out,257151.82,2026-02-10,APPR008,APPR012,True
1101759,ACC00136,Wire Out,158018.95,2026-02-10,APPR007,,True
1101760,ACC00374,Collateral Return,12718.98,2026-02-10,APPR014,,True
1101761,ACC00024,Wire Out,281686.55,2026-02-10,APPR014,APPR006,True
1101762,ACC00375,Wire In,13899.77,2026-02-10,APPR012,APPR008,True
1101763,ACC00035,Collateral Pledge,119745.61,2026-02-10,APPR012,APPR009,True
1101764,ACC00170,Collateral Return,45729.48,2026-02-10,APPR002,,True
1101765,ACC00488,Collateral Pledge,211494.53,2026-02-11,APPR003,APPR014,True
1101766,ACC00093,Wire In,40602.27,2026-02-11,APPR002,,True
1101767,ACC00124,Collateral Return,865344.21,2026-02-11,APPR002,APPR004,True
1101768,ACC00562,Collateral Pledge,58031.77,2026-02-11,APPR006,,True
1101769,ACC00836,Wire Out,243315.38,2026-02-11,APPR012,,True
1101770,ACC00386,Collateral Pledge,9298.97,2026-02-11,APPR008,APPR003,True
1101771,ACC00608,Collateral Return,9353.79,2026-02-11,APPR011,APPR001,True
1101772,ACC00199,Wire In,71514.95,2026-02-11,APPR005,APPR010,True
1101773,ACC00136,Collateral Pledge,143277.17,2026-02-11,APPR002,APPR006,True
1101774,ACC00309,Collateral Pledge,218492.76,2026-02-11,APPR005,APPR001,True
1101775,ACC00356,Collateral Pledge,21476.0,2026-02-11,APPR011,APPR006,True
1101776,ACC00660,Collateral Pledge,143719.76,2026-02-11,APPR014,,True
1101777,ACC00161,Wire In,12627.95,2026-02-11,APPR014,APPR001,True
1101778,ACC00312,Collateral Pledge,89143.8,2026-02-11,APPR001,APPR002,True
1101779,ACC00075,Wire Out,141315.14,2026-02-11,APPR014,,True
1101780,ACC00057,Wire In,565179.49,2026-02-11,APPR009,APPR004,True
1101781,ACC00605,Collateral Pledge,100935.1,2026-02-12,APPR004,,True
1101782,ACC00438,Collateral Return,18374.4,2026-02-12,APPR005,,True
1101783,ACC00134,Collateral Return,87820.23,2026-02-12,APPR002,APPR001,True
1101784,ACC00847,Wire Out,31793.2,2026-02-12,APPR011,APPR006,True
1101785,ACC00512,Collateral Pledge,49110.9,2026-02-12,APPR009,APPR013,True
1101786,ACC00757,Wire In,23106.56,2026-02-12,APPR001,APPR008,True
1101787,ACC00783,Wire In,410973.11,2026-02-12,APPR009,APPR007,True
1101788,ACC00101,Collateral Pledge,56476.43,2026-02-12,APPR009,,True
1101789,ACC00735,Collateral Return,103493.97,2026-02-12,APPR010,APPR001,True
1101790,ACC00801,Wire Out,136850.56,2026-02-12,APPR002,APPR011,True
1101791,ACC00056,Wire In,106135.73,2026-02-12,APPR002,APPR009,True
1101792,ACC00046,Collateral Return,110981.87,2026-02-12,APPR005,APPR001,True
1101793,ACC00547,Collateral Pledge,44729.3,2026-02-12,APPR005,APPR014,True
1101794,ACC00711,Collateral Pledge,64577.94,2026-02-12,APPR003,APPR014,True
1101795,ACC00813,Collateral Return,87198.92,2026-02-12,APPR009,,True
1101796,ACC00326,Wire Out,21643.19,2026-02-12,APPR004,,True
1101797,ACC00719,Wire Out,36272.15,2026-02-12,APPR013,,True
1101798,ACC00479,Wire In,7554.79,2026-02-13,APPR003,APPR014,False
1101799,ACC00579,Wire In,428359.73,2026-02-13,APPR013,APPR003,True
1101800,ACC00080,Collateral Pledge,260522.52,2026-02-13,APPR004,APPR005,True
1101801,ACC00636,Collateral Return,121115.77,2026-02-13,APPR003,,True
1101802,ACC00508,Wire Out,54559.13,2026-02-13,APPR013,APPR014,True
1101803,ACC00689,Collateral Return,299711.85,2026-02-13,APPR002,APPR009,True
1101804,ACC00889,Collateral Pledge,22266.61,2026-02-13,APPR003,APPR005,True
1101805,ACC00875,Collateral Pledge,302971.47,2026-02-13,APPR002,APPR013,True
1101806,ACC00392,Collateral Pledge,60395.43,2026-02-13,APPR013,,True
1101807,ACC00191,Collateral Pledge,1290725.08,2026-02-13,APPR004,APPR002,True
1101808,ACC00775,Wire Out,203657.16,2026-02-13,APPR004,,True
1101809,ACC00016,Wire Out,115387.35,2026-02-13,APPR006,APPR001,True
1101810,ACC00255,Wire In,100268.07,2026-02-13,APPR009,APPR003,True
1101811,ACC00265,Wire In,9743.59,2026-02-16,APPR005,APPR001,True
1101812,ACC00481,Wire Out,14971.47,2026-02-16,APPR004,APPR010,True
1101813,ACC00181,Collateral Return,122129.49,2026-02-16,APPR006,,True
1101814,ACC00371,Wire In,118574.96,2026-02-16,APPR008,,True
1101815,ACC00248,Wire Out,146538.12,2026-02-16,APPR006,,True
1101816,ACC00840,Collateral Pledge,146159.24,2026-02-16,APPR012,,True
1101817,ACC00236,Collateral Pledge,478147.24,2026-02-16,APPR008,APPR002,True
1101818,ACC00347,Wire In,123674.7,2026-02-16,APPR005,,True
1101819,ACC00685,Wire In,213158.63,2026-02-16,APPR001,APPR012,True
1101820,ACC00512,Wire Out,74753.39,2026-02-16,APPR011,,True
1101821,ACC00060,Wire Out,19169.25,2026-02-16,APPR005,APPR002,True
1101822,ACC00833,Collateral Pledge,2688494.98,2026-02-16,APPR003,APPR001,True
1101823,ACC00826,Collateral Return,43244.98,2026-02-16,APPR002,,True
1101824,ACC00586,Collateral Pledge,143003.6,2026-02-16,APPR011,,True
1101825,ACC00399,Wire Out,202969.89,2026-02-16,APPR008,,True
1101826,ACC00355,Collateral Pledge,32657.95,2026-02-17,APPR005,APPR001,True
1101827,ACC00640,Collateral Return,41152.88,2026-02-17,APPR012,APPR013,True
1101828,ACC00659,Wire In,298564.3,2026-02-17,APPR003,APPR006,True
1101829,ACC00610,Wire In,17417.72,2026-02-17,APPR012,,True
1101830,ACC00459,Collateral Pledge,7367.46,2026-02-17,APPR013,APPR011,False
1101831,ACC00823,Collateral Return,10157.97,2026-02-17,APPR011,,True
1101832,ACC00532,Wire In,13074.11,2026-02-17,APPR011,APPR002,True
1101833,ACC00411,Wire In,447025.84,2026-02-17,APPR003,APPR011,True
1101834,ACC00257,Collateral Return,66353.1,2026-02-17,APPR013,,True
1101835,ACC00857,Collateral Return,204704.43,2026-02-17,APPR013,,True
1101836,ACC00533,Wire In,357889.7,2026-02-17,APPR010,APPR004,True
1101837,ACC00283,Collateral Return,84729.23,2026-02-17,APPR006,APPR010,True
1101838,ACC00851,Wire Out,24198.25,2026-02-17,APPR012,APPR008,True
1101839,ACC00611,Wire Out,208364.85,2026-02-17,APPR011,APPR007,True
1101840,ACC00465,Collateral Return,101491.99,2026-02-18,APPR014,,True
1101841,ACC00142,Wire Out,50868.32,2026-02-18,APPR011,,True
1101842,ACC00437,Wire In,154458.03,2026-02-18,APPR001,APPR012,True
1101843,ACC00792,Wire In,31260.64,2026-02-18,APPR007,,True
1101844,ACC00609,Collateral Return,42175.05,2026-02-18,APPR012,,True
1101845,ACC00370,Collateral Pledge,105622.93,2026-02-18,APPR001,,True
1101846,ACC00547,Wire In,28221.64,2026-02-18,APPR004,APPR001,True
1101847,ACC00632,Collateral Pledge,594530.26,2026-02-18,APPR012,,True
1101848,ACC00449,Collateral Pledge,28799.63,2026-02-18,APPR013,APPR011,True
1101849,ACC00516,Wire In,189979.51,2026-02-18,APPR013,APPR005,True
1101850,ACC00754,Wire Out,550601.32,2026-02-18,APPR008,APPR001,True
1101851,ACC00071,Collateral Return,83767.75,2026-02-18,APPR001,APPR012,True
1101852,ACC00322,Wire In,661073.55,2026-02-19,APPR013,APPR014,True
1101853,ACC00051,Wire In,44249.65,2026-02-19,APPR004,APPR014,True
1101854,ACC00789,Wire In,360598.41,2026-02-19,APPR002,APPR010,True
1101855,ACC00360,Wire Out,44680.18,2026-02-19,APPR010,,True
1101856,ACC00245,Collateral Return,107710.14,2026-02-19,APPR004,APPR001,True
1101857,ACC00765,Wire Out,98401.44,2026-02-19,APPR008,APPR002,True
1101858,ACC00371,Wire Out,129648.53,2026-02-19,APPR013,,True
1101859,ACC00691,Collateral Return,40156.79,2026-02-19,APPR013,,True
1101860,ACC00745,Collateral Pledge,70638.05,2026-02-19,APPR004,APPR011,True
1101861,ACC00691,Wire In,176223.67,2026-02-19,APPR011,APPR010,True
1101862,ACC00542,Wire In,78007.18,2026-02-19,APPR003,APPR013,True
1101863,ACC00350,Collateral Return,1226610.64,2026-02-19,APPR005,APPR006,True
1101864,ACC00683,Wire In,21693.46,2026-02-19,APPR010,APPR005,True
1101865,ACC00608,Wire In,151622.15,2026-02-19,APPR001,APPR008,True
1101866,ACC00177,Wire Out,955591.61,2026-02-19,APPR005,APPR007,True
1101867,ACC00377,Wire Out,83972.88,2026-02-19,APPR002,,True
1101868,ACC00448,Collateral Pledge,287181.4,2026-02-19,APPR005,APPR006,True
1101869,ACC00296,Collateral Pledge,158704.1,2026-02-19,APPR008,APPR014,False
1101870,ACC00063,Collateral Pledge,45741.78,2026-02-19,APPR006,,True
1101871,ACC00468,Wire Out,369307.26,2026-02-19,APPR004,APPR012,True
1101872,ACC00062,Collateral Return,114379.76,2026-02-19,APPR001,,True
1101873,ACC00692,Wire Out,264542.39,2026-02-20,APPR002,APPR014,True
1101874,ACC00576,Collateral Pledge,27028.16,2026-02-20,APPR003,,True
1101875,ACC00461,Collateral Return,13968.15,2026-02-20,APPR004,APPR011,True
1101876,ACC00673,Wire In,45552.67,2026-02-20,APPR012,,True
1101877,ACC00664,Wire In,663847.95,2026-02-20,APPR008,APPR005,True
1101878,ACC00315,Wire Out,132705.37,2026-02-20,APPR014,APPR004,True
1101879,ACC00407,Wire Out,92226.16,2026-02-20,APPR010,,True
1101880,ACC00002,Collateral Pledge,57056.5,2026-02-20,APPR003,APPR004,True
1101881,ACC00663,Collateral Return,23703.5,2026-02-20,APPR007,APPR006,True
1101882,ACC00622,Collateral Return,9709.04,2026-02-20,APPR001,APPR012,True
1101883,ACC00789,Collateral Return,57159.64,2026-02-20,APPR005,,True
1101884,ACC00584,Collateral Return,1090704.11,2026-02-23,APPR010,APPR004,True
1101885,ACC00390,Collateral Return,267230.13,2026-02-23,APPR007,APPR001,True
1101886,ACC00095,Wire In,85222.79,2026-02-23,APPR005,APPR011,True
1101887,ACC00305,Collateral Pledge,31991.72,2026-02-23,APPR012,APPR007,True
1101888,ACC00724,Wire Out,12166.77,2026-02-23,APPR010,APPR008,True
1101889,ACC00434,Collateral Pledge,200327.46,2026-02-23,APPR003,,True
1101890,ACC00087,Collateral Pledge,72796.51,2026-02-23,APPR011,APPR009,True
1101891,ACC00612,Wire In,181655.75,2026-02-23,APPR006,APPR005,True
1101892,ACC00892,Wire In,175633.03,2026-02-23,APPR005,APPR009,True
1101893,ACC00534,Wire In,349552.09,2026-02-23,APPR012,APPR013,True
1101894,ACC00199,Wire In,222650.71,2026-02-23,APPR009,APPR010,True
1101895,ACC00381,Collateral Return,616279.76,2026-02-23,APPR007,APPR004,True
1101896,ACC00472,Collateral Pledge,46496.65,2026-02-23,APPR009,APPR006,True
1101897,ACC00776,Collateral Pledge,419185.21,2026-02-24,APPR008,APPR003,True
1101898,ACC00192,Wire Out,305298.73,2026-02-24,APPR013,APPR014,True
1101899,ACC00536,Collateral Return,200724.74,2026-02-24,APPR003,,True
1101900,ACC00638,Wire In,205830.39,2026-02-24,APPR009,APPR004,True
1101901,ACC00706,Collateral Return,78787.31,2026-02-24,APPR004,APPR013,True
1101902,ACC00376,Collateral Pledge,47733.85,2026-02-24,APPR007,,True
1101903,ACC00044,Collateral Pledge,55060.43,2026-02-24,APPR010,APPR009,True
1101904,ACC00629,Collateral Return,128932.6,2026-02-24,APPR005,APPR011,True
1101905,ACC00199,Wire In,182642.71,2026-02-24,APPR008,,True
1101906,ACC00578,Wire In,54520.43,2026-02-24,APPR010,APPR011,True
1101907,ACC00418,Collateral Pledge,10795.17,2026-02-24,APPR010,,True
1101908,ACC00625,Wire Out,232738.05,2026-02-24,APPR006,,True
1101909,ACC00760,Collateral Pledge,32599.2,2026-02-24,APPR003,APPR008,True
1101910,ACC00493,Wire Out,9809.69,2026-02-24,APPR010,,True
1101911,ACC00705,Collateral Return,64250.72,2026-02-24,APPR006,,True
1101912,ACC00716,Collateral Pledge,33302.06,2026-02-24,APPR007,,True
1101913,ACC00161,Collateral Pledge,141458.81,2026-02-25,APPR006,APPR014,True
1101914,ACC00314,Collateral Return,23456.4,2026-02-25,APPR012,,True
1101915,ACC00361,Collateral Return,472946.79,2026-02-25,APPR008,,True
1101916,ACC00564,Wire Out,22272.5,2026-02-25,APPR014,APPR005,True
1101917,ACC00739,Collateral Pledge,325441.0,2026-02-25,APPR002,APPR012,True
1101918,ACC00156,Collateral Pledge,310879.37,2026-02-25,APPR012,APPR011,True
1101919,ACC00411,Wire In,46360.83,2026-02-25,APPR006,,True
1101920,ACC00275,Wire In,388845.48,2026-02-25,APPR004,APPR005,True
1101921,ACC00662,Wire In,18022.52,2026-02-25,APPR011,,True
1101922,ACC00062,Collateral Return,281936.92,2026-02-25,APPR005,APPR011,True
1101923,ACC00622,Wire In,15290.67,2026-02-25,APPR004,APPR012,True
1101924,ACC00282,Collateral Pledge,571569.31,2026-02-25,APPR005,APPR009,True
1101925,ACC00571,Wire In,363260.36,2026-02-25,APPR011,APPR009,True
1101926,ACC00508,Collateral Return,100498.63,2026-02-26,APPR007,,True
1101927,ACC00293,Collateral Pledge,66623.59,2026-02-26,APPR008,,True
1101928,ACC00255,Collateral Return,245865.18,2026-02-26,APPR003,,True
1101929,ACC00585,Wire In,154105.35,2026-02-26,APPR003,APPR011,True
1101930,ACC00050,Wire Out,90381.52,2026-02-26,APPR009,APPR014,True
1101931,ACC00259,Wire Out,246398.88,2026-02-26,APPR011,,True
1101932,ACC00808,Collateral Return,113792.15,2026-02-26,APPR011,APPR009,True
1101933,ACC00231,Collateral Return,43854.01,2026-02-26,APPR012,,True
1101934,ACC00017,Collateral Pledge,90450.78,2026-02-26,APPR003,APPR009,True
1101935,ACC00447,Wire Out,175272.99,2026-02-26,APPR014,APPR012,True
1101936,ACC00482,Wire Out,778628.95,2026-02-26,APPR009,APPR001,True
1101937,ACC00667,Collateral Pledge,416662.93,2026-02-26,APPR001,APPR007,True
1101938,ACC00737,Collateral Pledge,26819.04,2026-02-26,APPR006,,True
1101939,ACC00496,Wire In,20810.85,2026-02-26,APPR008,,True
1101940,ACC00225,Collateral Return,62870.26,2026-02-27,APPR006,,True
1101941,ACC00164,Wire Out,40109.47,2026-02-27,APPR003,APPR013,True
1101942,ACC00287,Collateral Return,127590.96,2026-02-27,APPR009,APPR006,True
1101943,ACC00631,Wire In,44203.95,2026-02-27,APPR004,,True
1101944,ACC00396,Collateral Return,652965.36,2026-02-27,APPR002,APPR006,True
1101945,ACC00580,Collateral Return,769549.49,2026-02-27,APPR008,APPR014,True
1101946,ACC00623,Collateral Return,176497.01,2026-02-27,APPR009,APPR011,True
1101947,ACC00470,Wire In,6565.03,2026-02-27,APPR003,,True
1101948,ACC00484,Collateral Pledge,90380.01,2026-02-27,APPR001,,True
1101949,ACC00234,Wire Out,17319.99,2026-02-27,APPR013,,True
1101950,ACC00884,Collateral Return,77588.22,2026-02-27,APPR003,APPR012,True
1101951,ACC00174,Collateral Pledge,63644.01,2026-03-02,APPR010,,True
1101952,ACC00085,Wire In,18348.29,2026-03-02,APPR011,APPR013,True
1101953,ACC00436,Collateral Return,112054.05,2026-03-02,APPR012,APPR006,True
1101954,ACC00140,Collateral Pledge,136756.1,2026-03-02,APPR011,APPR001,True
1101955,ACC00427,Collateral Return,44087.43,2026-03-02,APPR006,APPR007,True
1101956,ACC00003,Collateral Return,127583.38,2026-03-02,APPR002,APPR014,True
1101957,ACC00104,Wire Out,370966.65,2026-03-02,APPR012,APPR003,True
1101958,ACC00613,Wire Out,85078.27,2026-03-02,APPR008,,True
1101959,ACC00595,Collateral Return,20188.81,2026-03-02,APPR007,APPR005,True
1101960,ACC00318,Wire Out,134406.24,2026-03-02,APPR004,,True
1101961,ACC00860,Collateral Pledge,39232.69,2026-03-02,APPR008,,True
1101962,ACC00004,Collateral Pledge,7155.09,2026-03-02,APPR014,APPR004,True
1101963,ACC00445,Wire In,23501.87,2026-03-02,APPR014,APPR005,True
1101964,ACC00646,Wire In,144474.83,2026-03-02,APPR001,APPR008,True
1101965,ACC00884,Wire Out,606416.24,2026-03-02,APPR008,APPR001,True
1101966,ACC00178,Collateral Pledge,536749.97,2026-03-02,APPR005,APPR006,True
1101967,ACC00777,Wire Out,108190.66,2026-03-03,APPR001,,True
1101968,ACC00419,Collateral Return,545336.46,2026-03-03,APPR001,APPR012,True
1101969,ACC00101,Wire Out,729027.64,2026-03-03,APPR006,APPR005,True
1101970,ACC00897,Collateral Return,186704.19,2026-03-03,APPR003,APPR012,True
1101971,ACC00790,Wire In,166354.79,2026-03-03,APPR008,APPR010,True
1101972,ACC00029,Collateral Return,189215.49,2026-03-03,APPR010,,True
1101973,ACC00178,Collateral Pledge,75314.37,2026-03-03,APPR001,APPR005,True
1101974,ACC00214,Collateral Pledge,29717.44,2026-03-03,APPR014,APPR013,True
1101975,ACC00751,Wire In,204560.27,2026-03-03,APPR009,APPR008,True
1101976,ACC00561,Wire In,65943.32,2026-03-03,APPR001,APPR006,True
1101977,ACC00022,Collateral Return,46365.95,2026-03-03,APPR012,,True
1101978,ACC00523,Collateral Pledge,76687.94,2026-03-03,APPR007,APPR001,True
1101979,ACC00773,Collateral Pledge,8421.25,2026-03-03,APPR003,APPR001,True
1101980,ACC00530,Wire Out,437396.15,2026-03-03,APPR009,APPR003,True
1101981,ACC00475,Collateral Return,112101.18,2026-03-03,APPR010,APPR002,True
1101982,ACC00151,Wire In,17647.01,2026-03-03,APPR007,APPR001,True
1101983,ACC00806,Wire In,174025.07,2026-03-03,APPR002,,True
1101984,ACC00059,Wire Out,75746.67,2026-03-04,APPR002,,True
1101985,ACC00280,Wire In,572496.55,2026-03-04,APPR006,APPR007,True
1101986,ACC00482,Wire In,115011.79,2026-03-04,APPR008,,True
1101987,ACC00821,Wire In,24035.2,2026-03-04,APPR012,,True
1101988,ACC00711,Wire In,24075.56,2026-03-04,APPR002,APPR007,True
1101989,ACC00444,Wire Out,26712.9,2026-03-04,APPR009,APPR002,True
1101990,ACC00743,Collateral Return,85262.24,2026-03-04,APPR004,APPR010,True
1101991,ACC00465,Collateral Return,27563.64,2026-03-04,APPR011,APPR004,True
1101992,ACC00575,Collateral Pledge,765046.63,2026-03-04,APPR004,APPR006,True
1101993,ACC00672,Collateral Pledge,49775.82,2026-03-04,APPR005,,True
1101994,ACC00115,Collateral Pledge,8829.37,2026-03-04,APPR014,APPR013,True
1101995,ACC00786,Wire In,73078.22,2026-03-04,APPR007,,True
1101996,ACC00741,Wire Out,184224.07,2026-03-04,APPR010,,True
1101997,ACC00765,Wire Out,34762.72,2026-03-04,APPR004,,True
1101998,ACC00815,Wire In,3881.88,2026-03-05,APPR012,APPR005,True
1101999,ACC00205,Wire Out,18279.15,2026-03-05,APPR005,,True
1102000,ACC00224,Wire In,24478.96,2026-03-05,APPR012,,True
1102001,ACC00104,Wire In,88608.82,2026-03-05,APPR006,APPR009,True
1102002,ACC00522,Wire Out,5263.09,2026-03-05,APPR011,,True
1102003,ACC00588,Collateral Pledge,44906.54,2026-03-05,APPR005,,True
1102004,ACC00773,Collateral Pledge,121862.32,2026-03-05,APPR010,,True
1102005,ACC00588,Collateral Pledge,14107.9,2026-03-05,APPR002,APPR005,True
1102006,ACC00767,Collateral Return,166381.76,2026-03-05,APPR004,APPR011,True
1102007,ACC00182,Collateral Return,18328.49,2026-03-05,APPR004,APPR008,True
1102008,ACC00114,Wire In,47363.28,2026-03-05,APPR003,,True
1102009,ACC00187,Wire Out,336001.41,2026-03-05,APPR005,APPR011,True
1102010,ACC00160,Wire Out,49825.72,2026-03-05,APPR013,,True
1102011,ACC00098,Collateral Return,17555.45,2026-03-05,APPR006,,True
1102012,ACC00407,Wire In,325743.67,2026-03-05,APPR010,APPR006,True
1102013,ACC00871,Collateral Return,99118.4,2026-03-05,APPR009,,True
1102014,ACC00446,Collateral Return,17476.77,2026-03-05,APPR014,APPR004,True
1102015,ACC00449,Wire In,55141.32,2026-03-05,APPR001,APPR014,True
1102016,ACC00405,Collateral Return,50388.26,2026-03-05,APPR005,APPR012,True
1102017,ACC00594,Wire In,92907.04,2026-03-05,APPR010,APPR009,True
1102018,ACC00555,Wire Out,106569.68,2026-03-06,APPR011,,True
1102019,ACC00191,Collateral Pledge,29531.68,2026-03-06,APPR005,,True
1102020,ACC00318,Collateral Pledge,647583.35,2026-03-06,APPR003,APPR014,True
1102021,ACC00216,Collateral Return,91067.97,2026-03-06,APPR009,APPR008,True
1102022,ACC00473,Collateral Pledge,113834.52,2026-03-06,APPR014,,True
1102023,ACC00780,Wire In,190792.94,2026-03-06,APPR001,APPR012,True
1102024,ACC00223,Wire Out,24314.85,2026-03-06,APPR014,,False
1102025,ACC00203,Collateral Return,215954.33,2026-03-06,APPR014,,True
1102026,ACC00159,Collateral Pledge,94836.13,2026-03-06,APPR009,APPR007,True
1102027,ACC00673,Collateral Return,170350.55,2026-03-06,APPR003,APPR007,True
1102028,ACC00520,Collateral Return,80538.37,2026-03-06,APPR010,APPR013,True
1102029,ACC00866,Wire In,214960.08,2026-03-06,APPR004,APPR003,True
1102030,ACC00029,Collateral Return,115092.81,2026-03-06,APPR009,APPR010,True
1102031,ACC00631,Collateral Pledge,255123.06,2026-03-06,APPR006,APPR003,True
1102032,ACC00129,Wire In,195534.43,2026-03-06,APPR011,,True
1102033,ACC00071,Wire Out,7637.13,2026-03-09,APPR002,,True
1102034,ACC00139,Wire In,47677.54,2026-03-09,APPR005,APPR007,True
1102035,ACC00068,Wire Out,241246.3,2026-03-09,APPR011,APPR006,True
1102036,ACC00525,Collateral Pledge,20531.27,2026-03-09,APPR003,APPR005,True
1102037,ACC00129,Wire In,147797.16,2026-03-09,APPR014,,True
1102038,ACC00301,Collateral Return,488094.39,2026-03-09,APPR001,APPR011,True
1102039,ACC00795,Wire In,68629.95,2026-03-09,APPR008,APPR007,True
1102040,ACC00040,Wire In,840133.68,2026-03-09,APPR003,APPR004,True
1102041,ACC00212,Collateral Pledge,45341.29,2026-03-09,APPR005,,True
1102042,ACC00100,Collateral Return,39647.0,2026-03-09,APPR007,,True
1102043,ACC00577,Collateral Return,13191.07,2026-03-09,APPR012,,True
1102044,ACC00616,Wire In,857147.18,2026-03-09,APPR011,APPR003,True
1102045,ACC00642,Wire Out,72319.04,2026-03-09,APPR014,,True
1102046,ACC00582,Collateral Pledge,39140.22,2026-03-09,APPR007,,False
1102047,ACC00724,Collateral Return,186659.18,2026-03-09,APPR004,APPR005,True
1102048,ACC00170,Wire In,407057.13,2026-03-09,APPR012,APPR002,True
1102049,ACC00076,Collateral Pledge,67143.68,2026-03-09,APPR004,,True
1102050,ACC00120,Wire In,446165.12,2026-03-10,APPR012,APPR001,True
1102051,ACC00498,Wire Out,169854.71,2026-03-10,APPR008,APPR006,True
1102052,ACC00869,Wire Out,94653.01,2026-03-10,APPR007,APPR014,True
1102053,ACC00468,Wire Out,35703.36,2026-03-10,APPR012,,True
1102054,ACC00130,Wire In,38014.24,2026-03-10,APPR013,,True
1102055,ACC00629,Wire In,320993.34,2026-03-10,APPR008,APPR010,True
1102056,ACC00772,Collateral Pledge,137914.92,2026-03-10,APPR001,,True
1102057,ACC00063,Collateral Return,185178.8,2026-03-10,APPR012,APPR010,True
1102058,ACC00021,Collateral Pledge,49767.61,2026-03-10,APPR012,,True
1102059,ACC00838,Wire Out,62437.38,2026-03-10,APPR009,,True
1102060,ACC00810,Wire In,82490.63,2026-03-10,APPR007,,True
1102061,ACC00730,Collateral Return,249592.14,2026-03-10,APPR003,,True
1102062,ACC00826,Collateral Pledge,31088.62,2026-03-10,APPR014,,True
1102063,ACC00316,Wire In,140843.68,2026-03-10,APPR008,,True
1102064,ACC00601,Collateral Return,163196.66,2026-03-10,APPR009,APPR001,True
1102065,ACC00061,Wire In,43564.95,2026-03-10,APPR014,APPR008,True
1102066,ACC00485,Collateral Return,216622.52,2026-03-10,APPR010,,True
1102067,ACC00124,Collateral Pledge,25212.1,2026-03-10,APPR011,APPR003,True
1102068,ACC00388,Collateral Return,260930.79,2026-03-11,APPR001,,True
1102069,ACC00271,Collateral Return,97255.63,2026-03-11,APPR012,APPR014,True
1102070,ACC00339,Collateral Pledge,88068.32,2026-03-11,APPR011,,True
1102071,ACC00015,Wire Out,73327.54,2026-03-11,APPR009,,True
1102072,ACC00057,Wire In,260309.3,2026-03-11,APPR006,APPR003,True
1102073,ACC00471,Collateral Return,108449.11,2026-03-11,APPR013,,True
1102074,ACC00043,Wire Out,203946.53,2026-03-11,APPR011,APPR006,True
1102075,ACC00784,Wire Out,35075.5,2026-03-11,APPR009,,True
1102076,ACC00237,Wire Out,67582.56,2026-03-11,APPR002,APPR014,True
1102077,ACC00485,Wire In,218634.44,2026-03-11,APPR009,,True
1102078,ACC00138,Wire In,68547.18,2026-03-11,APPR010,APPR007,True
1102079,ACC00281,Collateral Return,147664.7,2026-03-11,APPR001,,True
1102080,ACC00416,Collateral Return,374943.64,2026-03-11,APPR012,APPR011,True
1102081,ACC00842,Wire In,776689.72,2026-03-11,APPR006,APPR004,True
1102082,ACC00303,Wire Out,57390.94,2026-03-11,APPR003,,True
1102083,ACC00498,Wire Out,31059.92,2026-03-11,APPR005,,True
1102084,ACC00160,Collateral Return,179580.49,2026-03-11,APPR004,APPR009,True
1102085,ACC00503,Collateral Return,185005.61,2026-03-11,APPR014,APPR005,True
1102086,ACC00616,Collateral Pledge,49697.66,2026-03-11,APPR006,APPR007,True
1102087,ACC00339,Collateral Return,182077.68,2026-03-12,APPR005,APPR010,True
1102088,ACC00084,Collateral Pledge,53364.63,2026-03-12,APPR003,,True
1102089,ACC00742,Wire Out,241107.18,2026-03-12,APPR006,APPR008,True
1102090,ACC00777,Collateral Pledge,245330.72,2026-03-12,APPR006,APPR008,True
1102091,ACC00600,Wire In,54798.37,2026-03-12,APPR010,APPR001,True
1102092,ACC00865,Wire Out,133951.21,2026-03-12,APPR011,APPR008,True
1102093,ACC00317,Wire In,172708.71,2026-03-12,APPR003,,True
1102094,ACC00134,Wire In,26368.63,2026-03-12,APPR006,APPR007,True
1102095,ACC00128,Collateral Pledge,277441.03,2026-03-12,APPR007,APPR009,True
1102096,ACC00395,Collateral Pledge,79912.88,2026-03-12,APPR011,,True
1102097,ACC00756,Collateral Return,19070.85,2026-03-12,APPR001,APPR011,True
1102098,ACC00388,Collateral Pledge,65075.37,2026-03-12,APPR002,,True
1102099,ACC00597,Wire Out,25973.77,2026-03-12,APPR010,,True
1102100,ACC00037,Wire In,114219.4,2026-03-12,APPR012,,True
1102101,ACC00270,Collateral Return,544575.19,2026-03-12,APPR004,APPR001,True
1102102,ACC00192,Wire In,184777.83,2026-03-12,APPR012,APPR011,True
1102103,ACC00569,Wire Out,120623.45,2026-03-12,APPR012,,True
1102104,ACC00097,Wire In,105195.56,2026-03-13,APPR009,,True
1102105,ACC00519,Collateral Pledge,171389.12,2026-03-13,APPR001,,True
1102106,ACC00525,Wire In,986052.86,2026-03-13,APPR002,APPR010,True
1102107,ACC00155,Wire Out,59585.38,2026-03-13,APPR001,APPR003,True
1102108,ACC00092,Collateral Return,1787868.94,2026-03-13,APPR013,APPR005,True
1102109,ACC00085,Wire In,10765.61,2026-03-13,APPR011,,True
1102110,ACC00427,Collateral Return,191679.3,2026-03-13,APPR008,,True
1102111,ACC00891,Wire In,112079.61,2026-03-13,APPR004,APPR003,True
1102112,ACC00432,Collateral Pledge,40319.0,2026-03-13,APPR014,APPR001,True
1102113,ACC00455,Wire Out,123153.8,2026-03-13,APPR010,,True
