case_id,client_id,client_risk_rating,last_review_date,next_due_date,review_completed_date,status,documents_complete,is_open,days_late
700557,CLI02632,High,2024-12-31,2026-01-04,2026-01-03,Completed-OnTime,True,False,0.0
700558,CLI03092,Medium,2024-12-31,2026-01-04,2026-01-02,Completed-OnTime,True,False,0.0
700559,CLI03030,Low,2024-12-31,2026-01-04,2025-12-30,Completed-OnTime,True,False,0.0
700560,CLI01794,Medium,2024-12-31,2026-01-03,2026-01-01,Completed-OnTime,True,False,0.0
700561,CLI02167,Medium,2024-12-31,2026-01-02,2025-12-29,Completed-OnTime,True,False,0.0
700562,CLI02675,Low,2024-12-31,2026-01-04,2025-12-31,Completed-OnTime,True,False,0.0
700563,CLI01143,Low,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700564,CLI03482,Low,2024-12-31,2026-01-04,2025-12-31,Completed-OnTime,True,False,0.0
700565,CLI01772,Medium,2024-12-31,2026-01-01,2025-12-31,Completed-OnTime,True,False,0.0
700566,CLI01893,Medium,2024-12-31,2026-01-03,2026-02-02,Completed-Late,True,False,30.0
700567,CLI01659,Low,2024-12-31,2026-01-04,2026-01-04,Completed-OnTime,True,False,0.0
700568,CLI01789,Medium,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700569,CLI02488,Medium,2024-12-31,2026-01-04,2026-01-01,Completed-OnTime,True,False,0.0
700570,CLI00715,Low,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700571,CLI03870,Low,2024-12-31,2026-01-04,2026-01-04,Completed-OnTime,True,False,0.0
700572,CLI03289,Low,2024-12-31,2026-01-04,2026-01-02,Completed-OnTime,True,False,0.0
700573,CLI01716,Medium,2024-12-31,2025-12-31,2025-12-26,Completed-OnTime,True,False,0.0
700574,CLI03893,Low,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700575,CLI00550,Low,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700576,CLI01307,Medium,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700577,CLI02255,Low,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700578,CLI03428,Medium,2024-12-31,2026-01-01,2025-12-29,Completed-OnTime,True,False,0.0
700579,CLI03802,Low,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700580,CLI01644,Medium,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700581,CLI00802,Low,2024-12-31,2026-01-02,2026-01-23,Completed-Late,True,False,21.0
700582,CLI01168,Medium,2024-12-31,2026-01-04,2026-01-01,Completed-OnTime,True,False,0.0
700583,CLI03250,Low,2024-12-31,2026-01-01,2025-12-31,Completed-OnTime,True,False,0.0
700584,CLI02279,Medium,2024-12-31,2026-01-03,2025-12-29,Completed-OnTime,True,False,0.0
700585,CLI00129,Low,2024-12-31,2026-01-02,2025-12-28,Completed-OnTime,True,False,0.0
700586,CLI03817,Medium,2024-12-31,2026-01-04,2025-12-30,Completed-OnTime,True,False,0.0
700587,CLI03661,Low,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700588,CLI02446,High,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700589,CLI03301,Low,2024-12-31,2025-12-31,2025-12-31,Completed-OnTime,True,False,0.0
700590,CLI02184,Low,2024-12-31,2026-01-01,2025-12-31,Completed-OnTime,True,False,0.0
700591,CLI00443,Low,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700592,CLI02348,Low,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700593,CLI03730,Low,2024-12-31,2026-01-02,2025-12-30,Completed-OnTime,True,False,0.0
700594,CLI01536,Low,2024-12-31,2026-01-03,2025-12-31,Completed-OnTime,True,False,0.0
700595,CLI02969,Medium,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700596,CLI03995,Medium,2024-12-31,2026-01-04,2026-01-04,Completed-OnTime,True,False,0.0
700597,CLI00914,Low,2024-12-31,2025-12-31,2025-12-30,Completed-OnTime,True,False,0.0
700598,CLI00174,High,2024-12-31,2025-12-31,2025-12-29,Completed-OnTime,True,False,0.0
700599,CLI00121,Medium,2024-12-31,2026-01-03,2025-12-29,Completed-OnTime,True,False,0.0
700600,CLI02326,High,2024-12-31,2026-01-02,2025-12-29,Completed-OnTime,True,False,0.0
700601,CLI02148,Low,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700602,CLI01626,High,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700603,CLI02835,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700604,CLI01100,Low,2025-01-31,2026-02-02,2026-02-01,Completed-OnTime,True,False,0.0
700605,CLI01474,Low,2025-01-31,2026-02-03,2026-01-31,Completed-OnTime,True,False,0.0
700606,CLI02284,Low,2025-01-31,2026-02-02,2026-02-02,Completed-OnTime,True,False,0.0
700607,CLI01428,Low,2025-01-31,2026-02-01,2026-01-29,Completed-OnTime,True,False,0.0
700608,CLI01032,High,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700609,CLI01909,Medium,2025-01-31,2026-02-01,2026-01-30,Completed-OnTime,True,False,0.0
700610,CLI01534,Medium,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700611,CLI02500,Low,2025-01-31,2026-01-31,2026-01-29,Completed-OnTime,True,False,0.0
700612,CLI03098,Medium,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700613,CLI01223,Low,2025-01-31,2026-02-02,2026-01-30,Completed-OnTime,True,False,0.0
700614,CLI03002,Medium,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700615,CLI01525,Low,2025-01-31,2026-02-02,2026-01-29,Completed-OnTime,True,False,0.0
700616,CLI03413,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700617,CLI03278,Low,2025-01-31,2026-02-02,2026-01-28,Completed-OnTime,True,False,0.0
700618,CLI03953,Medium,2025-01-31,2026-02-04,2026-02-03,Completed-OnTime,True,False,0.0
700619,CLI03637,Low,2025-01-31,2026-02-02,2026-01-31,Completed-OnTime,True,False,0.0
700620,CLI00465,High,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700621,CLI00765,Medium,2025-01-31,2026-01-31,2026-01-29,Completed-OnTime,True,False,0.0
700622,CLI01518,Low,2025-01-31,2026-02-03,2026-01-29,Completed-OnTime,True,False,0.0
700623,CLI03940,Low,2025-01-31,2026-02-03,2026-01-29,Completed-OnTime,True,False,0.0
700624,CLI02005,Medium,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700625,CLI00597,Low,2025-01-31,2026-02-01,2026-01-29,Completed-OnTime,True,False,0.0
700626,CLI01481,Low,2025-01-31,2026-02-01,2026-01-29,Completed-OnTime,False,False,0.0
700627,CLI00546,Low,2025-01-31,2026-02-03,2026-01-29,Completed-OnTime,True,False,0.0
700628,CLI00262,Low,2025-01-31,2026-01-31,2026-01-31,Completed-OnTime,True,False,0.0
700629,CLI02209,Medium,2025-01-31,2026-01-31,2026-01-31,Completed-OnTime,True,False,0.0
700630,CLI01779,Low,2025-01-31,2026-01-31,2026-03-01,Completed-Late,False,False,29.0
700631,CLI00586,Low,2025-01-31,2026-02-02,2026-02-02,Completed-OnTime,True,False,0.0
700632,CLI01410,Low,2025-01-31,2026-02-02,2026-01-31,Completed-OnTime,True,False,0.0
700633,CLI01288,Medium,2025-01-31,2026-02-03,2026-01-31,Completed-OnTime,True,False,0.0
700634,CLI02295,Low,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700635,CLI00598,Low,2025-01-31,2026-02-03,2026-01-30,Completed-OnTime,True,False,0.0
700636,CLI03081,Medium,2025-01-31,2026-02-04,2026-02-04,Completed-OnTime,True,False,0.0
700637,CLI01110,Low,2025-01-31,2026-01-31,2026-01-28,Completed-OnTime,True,False,0.0
700638,CLI00391,Low,2025-01-31,2026-02-03,2026-01-31,Completed-OnTime,True,False,0.0
700639,CLI00202,Low,2025-01-31,2026-02-04,2026-02-04,Completed-OnTime,True,False,0.0
700640,CLI03277,Medium,2025-01-31,2026-02-03,2026-01-31,Completed-OnTime,True,False,0.0
700641,CLI02319,Low,2025-01-31,2026-01-31,2026-01-29,Completed-OnTime,True,False,0.0
700642,CLI01855,Medium,2025-01-31,2026-02-04,2026-01-31,Completed-OnTime,True,False,0.0
700643,CLI03905,Medium,2025-01-31,2026-02-04,2026-03-04,Completed-Late,True,False,28.0
700644,CLI02614,Medium,2025-01-31,2026-02-04,2026-01-31,Completed-OnTime,True,False,0.0
700645,CLI01059,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,False,False,0.0
700646,CLI01695,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700647,CLI02502,Low,2025-01-31,2026-02-03,2026-02-01,Completed-OnTime,True,False,0.0
700648,CLI02813,Low,2025-01-31,2026-02-03,2026-01-31,Completed-OnTime,True,False,0.0
700649,CLI01176,Low,2025-01-31,2026-02-01,2026-01-28,Completed-OnTime,True,False,0.0
700650,CLI03837,Medium,2025-01-31,2026-01-31,2026-01-28,Completed-OnTime,True,False,0.0
700651,CLI00740,Low,2025-01-31,2026-02-04,2026-01-31,Completed-OnTime,True,False,0.0
700652,CLI00815,Medium,2025-01-31,2026-02-04,2026-01-30,Completed-OnTime,True,False,0.0
700653,CLI03027,High,2025-01-31,2026-01-31,2026-01-26,Completed-OnTime,True,False,0.0
700654,CLI01496,Medium,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700655,CLI03069,Low,2025-01-31,2026-02-04,2026-02-03,Completed-OnTime,True,False,0.0
700656,CLI01795,Medium,2025-01-31,2026-02-02,2026-01-28,Completed-OnTime,True,False,0.0
700657,CLI03759,High,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700658,CLI02270,Medium,2025-01-31,2026-01-31,2026-01-26,Completed-OnTime,True,False,0.0
700659,CLI02322,Low,2025-01-31,2026-02-01,2026-01-29,Completed-OnTime,True,False,0.0
700660,CLI02916,Medium,2025-01-31,2026-02-01,2026-01-27,Completed-OnTime,True,False,0.0
700661,CLI01592,Medium,2025-01-31,2026-02-04,2026-01-30,Completed-OnTime,True,False,0.0
700662,CLI03264,Low,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,False,False,0.0
700663,CLI01891,Low,2025-01-31,2026-02-03,2026-02-01,Completed-OnTime,True,False,0.0
700664,CLI03299,Low,2025-01-31,2026-02-04,2026-02-03,Completed-OnTime,True,False,0.0
700665,CLI00040,Medium,2025-01-31,2026-01-31,2026-01-28,Completed-OnTime,True,False,0.0
700666,CLI00151,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700667,CLI02333,Medium,2025-01-31,2026-02-01,2026-01-30,Completed-OnTime,True,False,0.0
700668,CLI00633,Low,2025-01-31,2026-01-31,2026-01-26,Completed-OnTime,True,False,0.0
700669,CLI00566,Low,2025-01-31,2026-01-31,2026-01-28,Completed-OnTime,True,False,0.0
700670,CLI00694,Low,2025-01-31,2026-02-04,2026-01-31,Completed-OnTime,True,False,0.0
700671,CLI01537,High,2025-01-31,2026-02-04,2026-01-30,Completed-OnTime,True,False,0.0
700672,CLI01688,Low,2025-01-31,2026-02-02,2026-01-30,Completed-OnTime,True,False,0.0
700673,CLI02359,Medium,2025-01-31,2026-01-31,2026-01-26,Completed-OnTime,True,False,0.0
700674,CLI03650,High,2025-01-31,2026-02-02,2026-02-01,Completed-OnTime,True,False,0.0
700675,CLI01085,Medium,2025-01-31,2026-02-02,2026-01-30,Completed-OnTime,True,False,0.0
700676,CLI03343,Low,2025-01-31,2026-02-04,2026-02-03,Completed-OnTime,True,False,0.0
700677,CLI01762,High,2025-01-31,2026-02-02,2026-01-31,Completed-OnTime,True,False,0.0
700678,CLI02308,Low,2025-01-31,2026-02-04,2026-01-31,Completed-OnTime,True,False,0.0
700679,CLI01543,Low,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700680,CLI01091,Low,2025-01-31,2026-02-04,2026-02-07,Completed-Late,True,False,3.0
700681,CLI03467,Medium,2025-01-31,2026-02-01,2026-01-27,Completed-OnTime,True,False,0.0
700682,CLI03480,Medium,2025-01-31,2026-02-01,2026-01-27,Completed-OnTime,True,False,0.0
700683,CLI01227,Medium,2025-01-31,2026-02-01,2026-01-27,Completed-OnTime,True,False,0.0
700684,CLI00920,Low,2025-01-31,2026-01-31,2026-01-31,Completed-OnTime,True,False,0.0
700685,CLI01091,Medium,2025-01-31,2026-02-03,2026-01-30,Completed-OnTime,True,False,0.0
700686,CLI02497,High,2025-01-31,2026-02-02,2026-02-01,Completed-OnTime,True,False,0.0
700687,CLI02274,Medium,2025-01-31,2026-02-03,2026-02-01,Completed-OnTime,True,False,0.0
700688,CLI01842,Low,2025-01-31,2026-02-01,2026-01-27,Completed-OnTime,True,False,0.0
700689,CLI01077,Medium,2025-01-31,2026-02-04,2026-02-04,Completed-OnTime,True,False,0.0
700690,CLI01385,Medium,2025-01-31,2026-02-02,2026-02-02,Completed-OnTime,True,False,0.0
700691,CLI00603,Low,2025-01-31,2026-02-02,2026-01-28,Completed-OnTime,False,False,0.0
700692,CLI00957,Low,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700693,CLI02391,Medium,2025-01-31,2026-01-31,2026-01-26,Completed-OnTime,True,False,0.0
700694,CLI02442,Medium,2025-01-31,2026-02-01,2026-01-29,Completed-OnTime,True,False,0.0
700695,CLI02420,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700696,CLI01382,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700697,CLI02602,Low,2025-01-31,2026-02-02,2026-01-30,Completed-OnTime,True,False,0.0
700698,CLI03347,Low,2025-01-31,2026-02-02,2026-01-31,Completed-OnTime,True,False,0.0
700699,CLI01636,Low,2025-01-31,2026-02-04,,Open,True,True,
700700,CLI00148,Low,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700701,CLI03610,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700702,CLI03780,Low,2025-01-31,2026-02-03,2026-02-01,Completed-OnTime,True,False,0.0
700703,CLI00754,Low,2025-01-31,2026-02-04,2026-02-04,Completed-OnTime,True,False,0.0
700704,CLI01293,Low,2025-01-31,2026-02-01,2026-01-29,Completed-OnTime,True,False,0.0
700705,CLI00149,Low,2025-01-31,2026-02-02,2026-01-29,Completed-OnTime,True,False,0.0
700706,CLI00209,High,2025-01-31,2026-02-02,2026-01-31,Completed-OnTime,True,False,0.0
700707,CLI01243,Low,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700708,CLI00242,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700709,CLI00471,Medium,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700710,CLI00508,Low,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700711,CLI01078,Low,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700712,CLI01156,High,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700713,CLI03875,High,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700714,CLI01918,Medium,2025-01-31,2026-02-04,2026-02-04,Completed-OnTime,True,False,0.0
700715,CLI00586,Medium,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700716,CLI00537,Low,2025-01-31,2026-02-03,2026-02-02,Completed-OnTime,True,False,0.0
700717,CLI03287,Low,2025-01-31,2026-02-04,2026-01-31,Completed-OnTime,True,False,0.0
700718,CLI03565,Medium,2025-01-31,2026-02-02,2026-01-28,Completed-OnTime,True,False,0.0
700719,CLI00882,Medium,2025-01-31,2026-02-01,2026-01-27,Completed-OnTime,True,False,0.0
700720,CLI00915,High,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700721,CLI02900,Low,2025-01-31,2026-01-31,2026-01-31,Completed-OnTime,True,False,0.0
700722,CLI01623,High,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700723,CLI02482,Low,2025-01-31,2026-02-01,2026-01-28,Completed-OnTime,True,False,0.0
700724,CLI00440,Low,2025-01-31,2026-02-04,2026-01-30,Completed-OnTime,True,False,0.0
700725,CLI00321,Low,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700726,CLI00118,Low,2025-01-31,2026-02-03,2026-01-29,Completed-OnTime,True,False,0.0
700727,CLI00891,Low,2025-01-31,2026-01-31,2026-01-31,Completed-OnTime,True,False,0.0
700728,CLI03863,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700729,CLI03654,Medium,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700730,CLI00501,Medium,2025-01-31,2026-02-04,2026-02-01,Completed-OnTime,True,False,0.0
700731,CLI03559,Low,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700732,CLI00042,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700733,CLI02056,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700734,CLI03035,Medium,2025-01-31,2026-02-04,2026-02-04,Completed-OnTime,True,False,0.0
700735,CLI01233,Low,2025-01-31,2026-02-01,2026-01-31,Completed-OnTime,True,False,0.0
700736,CLI01983,Low,2025-01-31,2026-02-04,2026-01-30,Completed-OnTime,True,False,0.0
700737,CLI03334,Low,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700738,CLI02429,Medium,2025-01-31,2026-01-31,2026-01-29,Completed-OnTime,True,False,0.0
700739,CLI03021,Low,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700740,CLI00005,Medium,2025-01-31,2026-02-04,2026-02-11,Completed-Late,True,False,7.0
700741,CLI02907,High,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700742,CLI01779,Low,2025-01-31,2026-02-02,2026-01-31,Completed-OnTime,True,False,0.0
700743,CLI01021,High,2025-01-31,2026-02-02,2026-01-30,Completed-OnTime,True,False,0.0
700744,CLI03979,Medium,2025-01-31,2026-01-31,2026-01-30,Completed-OnTime,True,False,0.0
700745,CLI01964,High,2025-01-31,2026-02-03,2026-02-03,Completed-OnTime,True,False,0.0
700746,CLI03008,Medium,2025-01-31,2026-01-31,2026-01-27,Completed-OnTime,True,False,0.0
700747,CLI01928,Medium,2025-01-31,2026-02-02,2026-01-28,Completed-OnTime,True,False,0.0
700748,CLI01207,Medium,2025-01-31,2026-02-03,2026-01-31,Completed-OnTime,True,False,0.0
700749,CLI01949,Low,2025-01-31,2026-01-31,2026-01-31,Completed-OnTime,True,False,0.0
700750,CLI01341,Low,2025-01-31,2026-02-01,2026-02-01,Completed-OnTime,True,False,0.0
700751,CLI00075,Medium,2025-02-28,2026-03-02,2026-02-28,Completed-OnTime,True,False,0.0
700752,CLI00540,Low,2025-02-28,2026-03-02,2026-02-26,Completed-OnTime,True,False,0.0
700753,CLI00223,High,2025-02-28,2026-03-04,2026-02-28,Completed-OnTime,True,False,0.0
700754,CLI01541,Medium,2025-02-28,2026-03-02,2026-03-01,Completed-OnTime,True,False,0.0
700755,CLI01095,Low,2025-02-28,2026-02-28,2026-02-26,Completed-OnTime,True,False,0.0
700756,CLI01512,Low,2025-02-28,2026-02-28,2026-02-26,Completed-OnTime,True,False,0.0
700757,CLI00996,Medium,2025-02-28,2026-03-02,2026-02-27,Completed-OnTime,True,False,0.0
700758,CLI03173,Medium,2025-02-28,2026-03-02,2026-02-28,Completed-OnTime,True,False,0.0
700759,CLI02260,Low,2025-02-28,2026-03-02,2026-03-02,Completed-OnTime,True,False,0.0
700760,CLI00707,High,2025-02-28,2026-03-02,2026-03-02,Completed-OnTime,True,False,0.0
700761,CLI01493,Medium,2025-02-28,2026-03-01,2026-03-01,Completed-OnTime,True,False,0.0
700762,CLI00299,Medium,2025-02-28,2026-03-02,2026-02-28,Completed-OnTime,True,False,0.0
700763,CLI02049,Medium,2025-02-28,2026-03-04,2026-03-02,Completed-OnTime,True,False,0.0
700764,CLI03407,Low,2025-02-28,2026-03-03,2026-02-27,Completed-OnTime,True,False,0.0
700765,CLI00798,Low,2025-02-28,2026-03-04,2026-03-03,Completed-OnTime,True,False,0.0
700766,CLI00042,Low,2025-02-28,2026-03-02,2026-02-25,Completed-OnTime,True,False,0.0
700767,CLI01241,Low,2025-02-28,2026-03-03,2026-02-27,Completed-OnTime,True,False,0.0
700768,CLI03760,Low,2025-02-28,2026-02-28,2026-02-27,Completed-OnTime,True,False,0.0
700769,CLI01485,Low,2025-02-28,2026-02-28,2026-02-25,Completed-OnTime,True,False,0.0
700770,CLI00244,Medium,2025-02-28,2026-03-02,2026-02-25,Completed-OnTime,True,False,0.0
700771,CLI02265,Low,2025-02-28,2026-03-04,2026-03-02,Completed-OnTime,True,False,0.0
700772,CLI03109,Low,2025-02-28,2026-03-03,2026-03-22,Completed-Late,True,False,19.0
700773,CLI01888,Low,2025-02-28,2026-03-02,2026-02-25,Completed-OnTime,False,False,0.0
700774,CLI00836,High,2025-02-28,2026-03-02,2026-03-01,Completed-OnTime,True,False,0.0
700775,CLI01891,Medium,2025-02-28,2026-02-28,2026-02-27,Completed-OnTime,True,False,0.0
700776,CLI03446,Medium,2025-02-28,2026-03-01,2026-02-25,Completed-OnTime,True,False,0.0
700777,CLI02862,Low,2025-02-28,2026-03-03,2026-02-27,Completed-OnTime,True,False,0.0
700778,CLI03543,Low,2025-02-28,2026-02-28,,Open,True,True,
700779,CLI01934,Medium,2025-02-28,2026-03-04,2026-03-01,Completed-OnTime,True,False,0.0
700780,CLI01205,Low,2025-02-28,2026-03-02,2026-02-28,Completed-OnTime,True,False,0.0
700781,CLI01752,Low,2025-02-28,2026-03-01,2026-03-01,Completed-OnTime,True,False,0.0
700782,CLI00294,Medium,2025-02-28,2026-03-03,2026-03-02,Completed-OnTime,True,False,0.0
700783,CLI03234,High,2025-02-28,2026-03-01,2026-02-26,Completed-OnTime,True,False,0.0
700784,CLI01377,Low,2025-02-28,2026-03-03,2026-02-27,Completed-OnTime,True,False,0.0
700785,CLI02062,Low,2025-02-28,2026-03-04,2026-04-13,Completed-Late,True,False,40.0
700786,CLI02202,Medium,2025-02-28,2026-03-01,2026-02-28,Completed-OnTime,True,False,0.0
700787,CLI01629,Low,2025-02-28,2026-03-01,2026-02-27,Completed-OnTime,True,False,0.0
700788,CLI00117,Medium,2025-02-28,2026-02-28,2026-02-23,Completed-OnTime,True,False,0.0
700789,CLI02545,Low,2025-02-28,2026-03-04,2026-03-04,Completed-OnTime,True,False,0.0
700790,CLI01978,Medium,2025-02-28,2026-03-04,2026-03-02,Completed-OnTime,True,False,0.0
700791,CLI01547,High,2025-02-28,2026-02-28,2026-02-26,Completed-OnTime,True,False,0.0
700792,CLI02435,Low,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700793,CLI01952,Low,2025-02-28,2026-03-03,2026-03-02,Completed-OnTime,True,False,0.0
700794,CLI03737,Low,2025-02-28,2026-03-03,2026-03-02,Completed-OnTime,True,False,0.0
700795,CLI02777,High,2025-02-28,2026-03-01,2026-03-01,Completed-OnTime,True,False,0.0
700796,CLI01128,Low,2025-02-28,2026-03-04,2026-02-27,Completed-OnTime,True,False,0.0
700797,CLI00286,Low,2025-02-28,2026-03-04,2026-02-27,Completed-OnTime,True,False,0.0
700798,CLI01431,High,2025-02-28,2026-02-28,2026-02-23,Completed-OnTime,True,False,0.0
700799,CLI01642,Low,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700800,CLI02263,Low,2025-02-28,2026-03-02,2026-03-01,Completed-OnTime,True,False,0.0
700801,CLI01552,Low,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700802,CLI02206,Low,2025-02-28,2026-03-04,2026-03-01,Completed-OnTime,True,False,0.0
700803,CLI03094,High,2025-02-28,2026-03-04,2026-03-02,Completed-OnTime,True,False,0.0
700804,CLI00970,Medium,2025-02-28,2026-03-02,2026-02-26,Completed-OnTime,True,False,0.0
700805,CLI02747,Low,2025-02-28,2026-03-04,2026-03-04,Completed-OnTime,True,False,0.0
700806,CLI02582,Medium,2025-02-28,2026-03-04,2026-03-01,Completed-OnTime,True,False,0.0
700807,CLI03730,Low,2025-02-28,2026-03-01,2026-02-25,Completed-OnTime,True,False,0.0
700808,CLI00384,High,2025-02-28,2026-03-02,2026-03-02,Completed-OnTime,True,False,0.0
700809,CLI01144,Low,2025-02-28,2026-02-28,2026-02-24,Completed-OnTime,True,False,0.0
700810,CLI02237,Low,2025-02-28,2026-03-01,2026-02-25,Completed-OnTime,True,False,0.0
700811,CLI03396,Low,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700812,CLI03778,High,2025-02-28,2026-03-04,2026-03-03,Completed-OnTime,True,False,0.0
700813,CLI03802,Low,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700814,CLI00650,Medium,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700815,CLI00450,Low,2025-02-28,2026-03-03,2026-02-26,Completed-OnTime,True,False,0.0
700816,CLI00357,High,2025-02-28,2026-03-02,2026-02-26,Completed-OnTime,True,False,0.0
700817,CLI00462,Low,2025-02-28,2026-03-02,2026-03-02,Completed-OnTime,True,False,0.0
700818,CLI01323,High,2025-02-28,2026-02-28,2026-02-28,Completed-OnTime,True,False,0.0
700819,CLI03333,Low,2025-02-28,2026-03-03,2026-02-27,Completed-OnTime,True,False,0.0
700820,CLI02996,Low,2025-02-28,2026-03-04,2026-02-27,Completed-OnTime,False,False,0.0
700821,CLI03165,Low,2025-02-28,2026-03-01,2026-02-24,Completed-OnTime,True,False,0.0
700822,CLI02445,Low,2025-02-28,2026-02-28,2026-02-24,Completed-OnTime,True,False,0.0
700823,CLI01258,Medium,2025-02-28,2026-03-03,2026-03-03,Completed-OnTime,True,False,0.0
700824,CLI00948,Medium,2025-02-28,2026-03-03,2026-03-01,Completed-OnTime,True,False,0.0
700825,CLI02106,Low,2025-02-28,2026-02-28,2026-02-23,Completed-OnTime,True,False,0.0
700826,CLI01410,Low,2025-02-28,2026-03-03,2026-02-26,Completed-OnTime,True,False,0.0
700827,CLI03181,Low,2025-02-28,2026-03-04,2026-02-27,Completed-OnTime,True,False,0.0
700828,CLI03584,Medium,2025-02-28,2026-03-01,2026-02-28,Completed-OnTime,True,False,0.0
700829,CLI03823,Low,2025-02-28,2026-02-28,2026-02-26,Completed-OnTime,True,False,0.0
700830,CLI00118,Low,2025-02-28,2026-03-04,2026-03-03,Completed-OnTime,True,False,0.0
700831,CLI01623,Low,2025-02-28,2026-02-28,2026-02-26,Completed-OnTime,True,False,0.0
700832,CLI00225,Low,2025-02-28,2026-03-02,2026-02-28,Completed-OnTime,True,False,0.0
700833,CLI01254,Medium,2025-02-28,2026-03-04,2026-02-28,Completed-OnTime,True,False,0.0
700834,CLI03014,Medium,2025-02-28,2026-03-03,2026-02-28,Completed-OnTime,True,False,0.0
