action_id,exception_id,control_id,owner,reason_code,detail,identified_date,target_closure_date,days_to_target,status_vs_sla,remediation_priority
REM-9000310,9001915,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,41 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
REM-9000311,9001916,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,27 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000312,9001917,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,27 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000313,9001918,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,25 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000314,9001919,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,8 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000315,9001920,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,10 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000316,9001921,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,40 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000317,9001922,KC-01,"R. Alavi, Compliance Ops",KYC_OPEN_PAST_DUE,Refresh still open past due date 2026-09-03,2026-09-03,2026-09-18,13,On Track,Medium
REM-9000318,9001923,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,18 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000319,9001924,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,33 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000320,9001926,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,24 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000321,9001927,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,32 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000322,9001928,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,21 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
REM-9000323,9001929,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,44 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
REM-9000324,9001930,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,39 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000325,9001931,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,5 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000326,9001932,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,33 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000327,9001933,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,27 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
REM-9000328,9001934,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,20 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000329,9001986,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-06-03,2026-06-23,-74,Overdue,Medium
REM-9000330,9001991,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-07-04,2026-07-24,-43,Overdue,Medium
REM-9000331,9002005,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-07-31,2026-08-20,-16,Overdue,Medium
REM-9000332,9002006,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-09-04,2026-09-24,19,On Track,Medium
REM-9000333,9002007,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-09-03,2026-09-23,18,On Track,Medium
REM-9000334,9002008,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-09-01,2026-09-21,16,On Track,Medium
REM-9000335,9002009,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000336,9002010,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-09-04,2026-09-24,19,On Track,Medium
REM-9000337,9002011,KC-02,"R. Alavi, Compliance Ops",KYC_DOCS_INCOMPLETE,Required KYC documentation incomplete at review closure,2026-09-04,2026-09-24,19,On Track,Medium
REM-9000338,9002015,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 89.2 bps vs independent source (limit 25bps),2025-09-10,2025-09-20,-350,Overdue,High
REM-9000339,9002033,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 75.2 bps vs independent source (limit 25bps),2025-12-01,2025-12-11,-268,Overdue,High
REM-9000340,9002041,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 98.1 bps vs independent source (limit 25bps),2026-01-02,2026-01-12,-236,Overdue,High
REM-9000341,9002050,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 108.2 bps vs independent source (limit 25bps),2026-02-04,2026-02-14,-203,Overdue,High
REM-9000342,9002053,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 131.8 bps vs independent source (limit 25bps),2026-02-24,2026-03-06,-183,Overdue,High
REM-9000343,9002067,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 54.0 bps vs independent source (limit 25bps),2026-04-02,2026-04-12,-146,Overdue,High
REM-9000344,9002085,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 65.5 bps vs independent source (limit 25bps),2026-06-10,2026-06-20,-77,Overdue,High
REM-9000345,9002087,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 114.1 bps vs independent source (limit 25bps),2026-06-12,2026-06-22,-75,Overdue,High
REM-9000346,9002097,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 47.9 bps vs independent source (limit 25bps),2026-07-07,2026-07-17,-50,Overdue,High
REM-9000347,9002100,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 77.4 bps vs independent source (limit 25bps),2026-07-14,2026-07-24,-43,Overdue,High
REM-9000348,9002113,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 98.2 bps vs independent source (limit 25bps),2026-08-25,2026-09-04,-1,Overdue,High
REM-9000349,9002114,NV-01,"S. Okonjo, Valuation Control",PRICE_BREAK,Price variance 44.6 bps vs independent source (limit 25bps),2026-08-26,2026-09-05,0,On Track,High
REM-9000350,9002125,NV-02,"S. Okonjo, Valuation Control",BREAK_SLA_MISSED,4 business days to resolve (limit 3),2026-08-11,2026-08-21,-15,Overdue,High
REM-9000351,9002126,NV-02,"S. Okonjo, Valuation Control",BREAK_SLA_MISSED,5 business days to resolve (limit 3),2026-08-18,2026-08-28,-8,Overdue,High
REM-9000352,9002171,CM-01,"D. Weiss, Treasury Ops",MISSING_DUAL_APPROVAL,"Movement of $485847 lacks second approver (threshold $250,000)",2026-08-25,2026-09-04,-1,Overdue,High
REM-9000353,9002207,CM-02,"D. Weiss, Treasury Ops",CUSTODIAN_BREAK,Movement does not match custodian statement,2026-03-06,2026-03-21,-168,Overdue,Medium
REM-9000354,9002210,CM-02,"D. Weiss, Treasury Ops",CUSTODIAN_BREAK,Movement does not match custodian statement,2026-03-30,2026-04-14,-144,Overdue,Medium
REM-9000355,9002229,CM-02,"D. Weiss, Treasury Ops",CUSTODIAN_BREAK,Movement does not match custodian statement,2026-07-06,2026-07-21,-46,Overdue,Medium
REM-9000356,9002234,CM-02,"D. Weiss, Treasury Ops",CUSTODIAN_BREAK,Movement does not match custodian statement,2026-08-17,2026-09-01,-4,Overdue,Medium
REM-9000357,9002235,CM-02,"D. Weiss, Treasury Ops",CUSTODIAN_BREAK,Movement does not match custodian statement,2026-08-27,2026-09-11,6,On Track,Medium
REM-9000358,9002236,CM-02,"D. Weiss, Treasury Ops",CUSTODIAN_BREAK,Movement does not match custodian statement,2026-08-27,2026-09-11,6,On Track,Medium
REM-9000359,9002237,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 95.56% is above max for Conservative Income,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000360,9002238,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Equity weight 61.57% is below min for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000361,9002239,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 103.75% is above max for Fixed Income Core,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000362,9002240,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 105.92% is above max for Fixed Income Core,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000363,9002242,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Cash weight 12.03% is above max for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000364,9002243,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 32.94% is above max for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000365,9002244,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 48.29% is below min for Conservative Income,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000366,9002246,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 44.76% is below min for Conservative Income,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000367,9002247,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 30.45% is above max for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000368,9002249,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 30.37% is above max for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000369,9002250,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Equity weight 61.51% is below min for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000370,9002251,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 47.91% is below min for Conservative Income,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000371,9002252,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Equity weight 67.56% is above max for Balanced Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000372,9002253,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 97.57% is above max for Conservative Income,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000373,9002254,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 19.51% is below min for Balanced Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000374,9002255,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Equity weight 63.62% is below min for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000375,9002256,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 48.68% is below min for Conservative Income,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000376,9002257,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 51.56% is above max for Balanced Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000377,9002258,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Equity weight 63.1% is below min for Aggressive Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000378,9002259,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 77.75% is below min for Fixed Income Core,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000379,9002260,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Equity weight 37.75% is below min for Balanced Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000380,9002261,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 19.28% is below min for Balanced Growth,2026-08-31,2026-09-20,15,On Track,Medium
REM-9000381,9002262,SM-01,"A. Petrova, Suitability Oversight",GUIDELINE_BREACH,Bond weight 107.36% is above max for Fixed Income Core,2026-08-31,2026-09-20,15,On Track,Medium
